,city,country,commitment_type,commitment,ghg_subtype,baseline_year,baseline_year_emissions,target_year,target_year_emissions,percent_reduction,emissions_reduction_by_target_year
1342,"Cape Town Metropolitan Municipality, South Africa",South Africa,GHG emission reduction target, The Cape Town Metropolitan Municipality has committed to reduce its Community emissions by 13% by 2022 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy and Transport sectors.,Community,,,2022,,13.0,
1343,"Cape Town Metropolitan Municipality, South Africa",South Africa,Renewable energy target,"The Cape Town Metropolitan Municipality committed to increase its share of renewable energy in final energy mix in Community by 10% by 2020The target is going to be reached by activities in  sectors. The Cape Town Metropolitan Municipality committed to increase its Installed capacity of Renewable energy in Community to 10 MW by 2020The target is going to be reached by activities in Heating & cooling and Industry sectors. The Cape Town Metropolitan Municipality committed to increase its share of renewable energy in final energy mix in Community by 10% by 2020The target is going to be reached by activities in Electricity, Heating & cooling and Industry sectors.",,,,,,,
1344,"Cape Town Metropolitan Municipality, South Africa",South Africa,Energy efficiency target,"10565000% Energy efficiency improvement by 2022The Cape Town Metropolitan Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 10565000% by 2022 compared to 2007 levels. This target will be achieved in Electricity, Transport and Heating & cooling sectors 0% Energy efficiency improvement by 2020The Cape Town Metropolitan Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2012 levels. This target will be achieved in Electricity, Heating & cooling and Transport sectors8% Energy efficiency improvement by 2022The Cape Town Metropolitan Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 8% by 2022 compared to  levels. This target will be achieved in Electricity, Transport and Heating & cooling sectors",,,,,,,
1345,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,GHG emission reduction target," The City of Johannesburg Metropolitan Municipality has committed to reduce its Community emissions by 40% by 2040 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",Community,2014,2014.0,2040,2014.0,,805.0
1346,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,Renewable energy target,The City of Johannesburg Metropolitan Municipality committed to increase its share of renewable energy in final energy mix in Community by 50% by 2040The target is going to be reached by activities in Electricity sector.,,,,,,,
1348,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,GHG emission reduction target, The Ekurhuleni Metropolitan Municipality has committed to reduce its Community emissions by 1% by 2027 compared to Baseline scenario (BAU) reduction target emission level.,Community,2014,,2027,,1.0,
1349,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,Renewable energy target,The Ekurhuleni Metropolitan Municipality committed to increase its Share of renewable energy in primary energy mix in Community by 10% by 2025Current Share of renewable energy in primary energy mix: 1. 2% The target is going to be reached by activities in Electricity sectors.,,,,,,,
1350,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,Energy efficiency target,25% Energy efficiency improvement by 2025The Ekurhuleni Metropolitan Municipality committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 25% by 2025 compared to 2014 levels.,,,,,,,
1353,"KwaDukuza Local Municipality, South Africa",South Africa,GHG emission reduction target," The KwaDukuza Local Municipality has committed to reduce its Community emissions by 42% by 2030 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",Community,2012,1048853.0,2030,1048853.0,,440518.0
1360,"Msunduzi Local Municipality, South Africa",South Africa,Renewable energy target,"The Msunduzi Local Municipality committed to increase its share of renewable energy in final energy mix in Community by 30% by 2030The target is going to be reached by activities in Electricity, Transport, Heating & cooling and Industry sector.  The Msunduzi Local Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 100% by 2030The target is going to be reached by activities in  sectors. The Msunduzi Local Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 100% by 2030The target is going to be reached by activities in  sectors. The Msunduzi Local Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 100% by 2030The target is going to be reached by activities in Electricity and Transport sectors.",,,,,,,
1361,"Msunduzi Local Municipality, South Africa",South Africa,Energy efficiency target,20% Energy efficiency improvement by 2030The Msunduzi Local Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 20% by 2030 compared to 2016 levels. This target will be achieved in Electricity and Transport sectors,,,,,,,
1362,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,Renewable energy target,The Nelson Mandela Bay Metropolitan Municipality committed to increase its Share of renewable energy in primary energy mix in Local Government by 0% by 2017The target is going to be reached by activities in  sectors. The Nelson Mandela Bay Metropolitan Municipality committed to increase its Share of renewable energy in primary energy mix in Local Government by 0% by 2017The target is going to be reached by activities in  sectors. The Nelson Mandela Bay Metropolitan Municipality committed to increase its Share of renewable energy in primary energy mix in Local Government by 0% by 2017The target is going to be reached by activities in  sectors.,,,,,,,
1363,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,Energy efficiency target,15% Energy efficiency improvement by 2020The Nelson Mandela Bay Metropolitan Municipality committed to increase its energy efficiency in Primary energy and Community energy consumption by 15% by 2020 compared to 2013 levels. Primary energy energy consumption: 3510929. 55 Mwh15% Energy efficiency improvement by 2020The Nelson Mandela Bay Metropolitan Municipality committed to increase its energy efficiency in Primary energy and Community energy consumption by 15% by 2020 compared to 2013 levels. Primary energy energy consumption: 3510929. 55 Mwh15% Energy efficiency improvement by 2020The Nelson Mandela Bay Metropolitan Municipality committed to increase its energy efficiency in Primary energy and Community energy consumption by 15% by 2020 compared to 2013 levels. Primary energy energy consumption: 3510929. 55 Mwh,,,,,,,
1368,"Tshwane Metropolitan Municipality, South Africa",South Africa,GHG emission reduction target, The Tshwane Metropolitan Municipality has committed to reduce its Community emissions by 50% of per capita/ per GDP emissions by 2018 compared to 2013 emission level.,Community,2013,,2018,,50.0,
1371,"eThekwini Metropolitan Municipality, South Africa",South Africa,GHG emission reduction target," The eThekwini Metropolitan Municipality has committed to reduce its Community emissions by 27% by 2020 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",Community,2006,22531967.0,2020,22531967.0,,6083631.0
