,Unnamed: 0,baseline_year,baseline_year_emissions,city,commitment,commitment_type,country,emissions_reduction_by_target_year,ghg_subtype,percent_reduction,target_year,target_year_emissions
497,497.0,2011.0,,"Chungcheongnam Provincial Government, Republic of Korea", The Chungcheongnam Provincial Government has committed to reduce its Community emissions by 30% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Republic of Korea,,Community,30.0,2020.0,
498,498.0,2005.0,,"City of Changwon, Republic of Korea", The City of Changwon has committed to reduce its Local Government emissions by 30% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Republic of Korea,,Local Government,30.0,2020.0,
499,499.0,2005.0,,"Gangdong-gu Municipal Government, Republic of Korea"," The Gangdong-gu Municipal Government has committed to reduce its Community emissions by 22% by 2020 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Republic of Korea,,Community,22.0,2020.0,
500,500.0,2005.0,,"Gangneung City, Republic of Korea", The Gangneung City has committed to reduce its Community emissions by 21% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Republic of Korea,,Community,21.0,2020.0,
501,501.0,2005.0,,"Gangwon Provincial Government, Republic of Korea", The Gangwon Provincial Government has committed to reduce its Community emissions by 30% by 2020 compared to 2005 emission level.,GHG emission reduction target,Republic of Korea,,Community,30.0,2020.0,
502,502.0,2009.0,,"Gwangju Metropolitan City, Republic of Korea", The Gwangju Metropolitan City has committed to reduce its Community emissions by 12% by 2020 compared to 2009 emission level.,GHG emission reduction target,Republic of Korea,,Community,12.0,2020.0,
503,503.0,2005.0,,"Jeju Special Self-Governing Provincial Government, Republic of Korea", The Jeju Special Self-Governing Provincial Government has committed to reduce its Community emissions by 41% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Republic of Korea,,Community,41.0,2020.0,
504,504.0,2010.0,,"Jeollanam Provincial Government, Republic of Korea", The Jeollanam Provincial Government has committed to reduce its Community emissions by 31% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Republic of Korea,,Community,31.0,2020.0,
505,505.0,2010.0,,"Pyeongchang County Government, Republic of Korea", The Pyeongchang County Government has committed to reduce its Community emissions by 30% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Republic of Korea,,Community,30.0,2020.0,
506,506.0,2005.0,,"Seoul Metropolitan Government, Republic of Korea", The Seoul Metropolitan Government has committed to reduce its Community emissions by 25% by 2020 compared to 2005 emission level.,GHG emission reduction target,Republic of Korea,,Community,25.0,2020.0,
507,507.0,2005.0,,"Suwon City, Republic of Korea", The Suwon City has committed to reduce its Community emissions by 40% by 2030 compared to 2005 emission level.,GHG emission reduction target,Republic of Korea,,Community,40.0,2030.0,
508,508.0,2009.0,,"Ulsan Metropolitan City, Republic of Korea", The Ulsan Metropolitan City has committed to reduce its Community emissions by 30% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Republic of Korea,,Community,30.0,2020.0,
509,509.0,2005.0,,"Wonju City, Republic of Korea", The Wonju City has committed to reduce its Community emissions by 26% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Republic of Korea,,Community,26.0,2020.0,
510,510.0,2005.0,,"Yeosu City, Republic of Korea", The Yeosu City has committed to reduce its Community emissions by 30% by 2030 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Republic of Korea,,Community,30.0,2030.0,
511,511.0,1990.0,,"Government of Khabarovsk Krai, Russia", The Government of Khabarovsk Krai has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Russia,,Community,25.0,2020.0,
512,512.0,2005.0,0.0,"Government of Singapore, Singapore"," The Government of Singapore has committed to reduce its Community emissions by 36% of per capita/ per GDP emissions by 2030 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management and Industrial processes and product use (IPPU) sectors.",GHG emission reduction target,Singapore,0.0,Community,,2030.0,0.0
513,513.0,2007.0,,"Buffalo City Metropolitan Municipality, South Africa", The Buffalo City Metropolitan Municipality has committed to reduce its Community emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,South Africa,,Community,10.0,2020.0,
514,514.0,2012.0,21282238.0,"Cape Town Metropolitan Municipality, South Africa", The Cape Town Metropolitan Municipality has committed to reduce its Community emissions by 13% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,South Africa,2766690.0,Community,,2020.0,21282238.0
515,515.0,,,"Cape Town Metropolitan Municipality, South Africa","The Cape Town Metropolitan Municipality committed to increase its share of renewable energy in final energy mix in Community by 10% by 2020The target is going to be reached by activities in  sectors. The Cape Town Metropolitan Municipality committed to increase its share of renewable energy in final energy mix in Community by 10% by 2020The target is going to be reached by activities in Electricity, Heating & cooling and Industry sectors. The Cape Town Metropolitan Municipality committed to increase its Installed capacity of Renewable energy in Community to 10 MW by 2020The target is going to be reached by activities in Heating & cooling and Industry sectors.",Renewable energy target,South Africa,,,,,
516,516.0,,,"Cape Town Metropolitan Municipality, South Africa","10565000% Energy efficiency improvement by 2022The Cape Town Metropolitan Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 10565000% by 2022 compared to 2007 levels. This target will be achieved in Electricity, Transport and Heating & cooling sectors 0% Energy efficiency improvement by 2020The Cape Town Metropolitan Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2012 levels. This target will be achieved in Electricity, Heating & cooling and Transport sectors8% Energy efficiency improvement by 2022The Cape Town Metropolitan Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 8% by 2022 compared to  levels. This target will be achieved in Electricity, Transport and Heating & cooling sectors",Energy efficiency target,South Africa,,,,,
517,517.0,2014.0,2014.0,"City of Johannesburg Metropolitan Municipality, South Africa"," The City of Johannesburg Metropolitan Municipality has committed to reduce its Community emissions by 40% by 2040 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,South Africa,805.0,Community,,2040.0,2014.0
518,518.0,,,"City of Johannesburg Metropolitan Municipality, South Africa",The City of Johannesburg Metropolitan Municipality committed to increase its share of renewable energy in final energy mix in Community by 50% by 2040The target is going to be reached by activities in Electricity sector.,Renewable energy target,South Africa,,,,,
519,519.0,2014.0,,"Ekurhuleni Metropolitan Municipality, South Africa", The Ekurhuleni Metropolitan Municipality has committed to reduce its Community emissions by 1% by 2027 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,South Africa,,Community,1.0,2027.0,
520,520.0,,,"Ekurhuleni Metropolitan Municipality, South Africa",The Ekurhuleni Metropolitan Municipality committed to increase its Share of renewable energy in primary energy mix in Community by 10% by 2025Current Share of renewable energy in primary energy mix: 1. 2% The target is going to be reached by activities in Electricity sectors.,Renewable energy target,South Africa,,,,,
