,country,emissions_baseline_year,emissions_factor,energy_consumption_baseline_year,mwh_energy_consumption_from_electricity,mwh_energy_consumption_from_fossil fuels,mwh_energy_consumption_from_heat/cold,mwh_energy_consumption_from_renewables,mwh_energy_consumption_industry,mwh_energy_consumption_municipal,mwh_energy_consumption_other,mwh_energy_consumption_public lighting,mwh_energy_consumption_residential,mwh_energy_consumption_tertiary,mwh_energy_consumption_transport,mwh_per_capita,name,percent_emissions_industry,percent_emissions_municipal,percent_emissions_non-energy related,percent_emissions_other,percent_emissions_public lighting,percent_emissions_residential,percent_emissions_tertiary,percent_emissions_transport,percent_energy_consumption_from_electricity,percent_energy_consumption_from_fossil fuels,percent_energy_consumption_from_heat/cold,percent_energy_consumption_from_renewables,percent_energy_consumption_industry,percent_energy_consumption_municipal,percent_energy_consumption_other,percent_energy_consumption_public lighting,percent_energy_consumption_residential,percent_energy_consumption_tertiary,percent_energy_consumption_transport,tons_co2_industry,tons_co2_municipal,tons_co2_non-energy related,tons_co2_other,tons_co2_per_capita,tons_co2_public lighting,tons_co2_residential,tons_co2_tertiary,tons_co2_transport
2865,Greece,2008,IPCC,2008,149789,711810,,44067,,4079,,6294,347287,35048,512958,10.90,Ilion,,0.74,,,1.98,53.09,9.04,35.15,16.54,78.60,,4.87,,0.45,,0.69,38.35,3.87,56.64,,2692.281,,,4.39,7231.806,193656.385,32969.543,128223.792
2866,Greece,2009,IPCC,2009,179563,667485,,41869,,10941,,4364,308196,71021,494395,11.43,Ilioupolis,,0.95,,,1.30,46.60,19.04,32.11,20.20,75.09,,4.71,,1.23,,0.49,34.67,7.99,55.62,,3649.585,,,5.00,5014.236,179297.959,73262.093,123568.515
2867,Italy,2005,IPCC,2005,13888.87,94042.09,,,16627.02,2136.32,,491.76,22352.31,6102.53,60221.02,21.22,Illasi,16.78,2.62,,0.00,0.81,20.08,6.10,53.61,12.87,87.13,,,15.41,1.98,,0.46,20.71,5.65,55.80,4897.07122,764.12824,,8.7857188191267E-13,5.74,237.52008,5861.55002,1779.91079,15646.29976
2868,France,2003,IPCC,2003,116685,484776,,11148,,8776,,2504,220169,150061,231098,24.55,Illkirch-Graffenstaden,,1.16,,,0.12,30.30,19.95,48.47,19.05,79.13,,1.82,,1.43,,0.41,35.94,24.50,37.72,,1470.653,,,5.18,155.248,38446.243,25314.502,61501.404
2869,Spain,2007,IPCC,2007,35665,155680.02,,15074.71,,,98707.7,,,,107712.04,18.41,Illora,2.67,5.41,4.19,21.00,,12.99,6.31,47.43,17.28,75.42,,7.30,,,47.82,,,,52.18,1566,3170.25,2455,12310.085,5.64,,7616.25,3696.75,27805.866
2870,Italy,2010,LCA,2010,1965.4,7247.2,,347,433.351662,209.120001,,181.550003,2204.34537,205.141036,6326.10726843,9.76,Illorai						   ,7.03,2.26,,0.00,3.23,26.77,3.51,57.19,20.56,75.81,,3.63,4.53,2.19,,1.90,23.06,2.15,66.18,230.44852476,74.0973578,,1.820270654207E-14,3.35,105.9886608,877.0960474,114.96336544,1873.94595824
2871,Spain,2010,IPCC,2010,8612.45,18655.67,,732.56,,550.21,,318.2,19771.09,,7361.18,8.29,Illueca,,2.50,,,1.72,71.93,,23.85,30.76,66.63,,2.62,,1.96,,1.14,70.61,,26.29,,203.9063,,,2.47,140.008,5855.689,,1941.2948
2872,Italy,2005,IPCC,2005,9103.046,29591.768448346,,5255.7601116,10606.21714,599.6344,,253.969,21889.4048,4525.325217,6076.024007876,19.56,Imbersago,29.51,1.35,,-0.00,0.95,42.01,11.66,14.52,20.71,67.33,,11.96,24.13,1.36,,0.58,49.80,10.30,13.82,3143.1127155088,143.7251648,,-7.3487171903252E-13,4.75,101.5876,4474.4910519778,1241.5258427657,1545.9566324243
2873,Italy,2008,IPCC,2008,1625,10946,,1644.1,,185,,92,9883,571,3484,12.16,Inarzo,,1.30,,,1.39,63.18,6.57,27.55,11.43,77.00,,11.57,,1.30,,0.65,69.53,4.02,24.51,,41.585,,,3.09,44.436,2020.256,210.176,881.01
2874,Romania,2008,IPCC,2008,6280,17316,2198,50190,4729,936,,331,59936,2087,7965,7.94,Ineu,6.88,1.95,,,1.67,69.56,4.92,15.04,8.26,22.79,2.89,66.05,6.22,1.23,,0.44,78.88,2.75,10.48,955.258,270.409,,,1.45,232.031,9663.62,683.05,2088.891
2875,Spain,,,,,,,,,,,,,,,,Ingenio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,Italy,2005,IPCC,2005,3563.13,21362.37,,3870.45,,609.73,3.6379788070917E-12,195.07,19956.14,3487.14,4547.88,14.77,Introbio,,2.17,,,1.43,62.31,16.40,17.69,12.37,74.19,,13.44,,2.12,0.00,0.68,69.30,12.11,15.79,,143.64114,,,3.91,94.21881,4116.11946,1083.28873,1168.89643
2877,Italy,2005,IPCC,2005,3884,18496,,2104.1,,104.62,,278,16223.85,2747.82,5129.81,12.08,Introdacqua,,0.83,,,2.23,58.85,15.82,22.27,15.86,75.54,,8.59,,0.43,,1.14,66.26,11.22,20.95,,49.79524,,,2.97,134.274,3539.31102,951.29774,1339.34331
2878,Italy,2005,IPCC,2005,20263,120879,,2949,,3889,-1.619E-11,872.7,95523.4,18427.3,25383.9,15.60,Inzago,,2.53,,-0.00,1.02,61.62,16.04,18.79,14.06,83.89,,2.05,,2.70,-0.00,0.61,66.29,12.79,17.62,,867.6688,,-0.58940000000122,3.72,349.08,21173.3439,5511.5477,6457.543
2879,Greece,,,,,,,,,,,,,,,,Ioannina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,Greece,2008,IPCC,2008,12799,17619,,1315,,191,,13,8637,7419,15474,,Ios (Aegean Islands),,0.88,,,0.07,35.94,35.81,27.30,40.33,55.52,,4.14,,0.60,,0.04,27.22,23.38,48.76,,128.924,,,,10.27,5280.034,5260.182,4010.163
2881,Cyprus,2009,LCA,2009,24518,143047,,,,11,,981,37616,6938,122019,15.23,Ipsonas ,,0.02,,,1.47,34.40,10.37,53.74,14.63,85.37,,,,0.01,,0.59,22.45,4.14,72.82,,9.614,,,5.31,857.394,20109.663,6063.812,31415.391
2882,Greece,2011,IPCC,2011,53980.5,210855.6,,,,6499.4,9287.1,602.5,172855.5,8262.7,67328.9,12.52,Iraklia,,3.57,,9.06,0.59,67.83,4.13,14.84,20.38,79.62,,,,2.45,3.51,0.23,65.27,3.12,25.42,,4206.6156,,10670.8779,5.57,692.2725,79914.4965,4860.9609,17479.3107
2883,Italy,2007,IPCC,2007,276.54,1162.06,,1795.07,,67.97,,6.47,2644.09,153.15,362.01,8.42,Irma,,5.52,,-0.00,0.80,65.77,13.58,14.33,8.55,35.94,,55.51,,2.10,,0.20,81.77,4.74,11.19,,21.61671,,-2.745537130977E-14,2.53,3.12501,257.55478,53.15801,56.11766
2884,Ukraine,,,,,,,,,,,,,,,,Irpin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,Ukraine,,,,,,,,,,,,,,,,Irshava ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,Italy,2009,LCA,2009,8075.8,34233.4,,2050.2,587.2,854.04,764,604.61,27952.2,3260.65,10336.7,8.62,Irsina,1.83,1.71,3.58,2.46,1.95,56.66,8.11,23.70,18.21,77.17,,4.62,1.32,1.93,1.72,1.36,63.01,7.35,23.30,236.5024,221.62338,463,318.588,2.51,252.12237,7331.4274,1049.17785,3066.9074
2887,Spain,2007,IPCC,2007,184579,954170,,9088,,7324,,6595,216160,121568,796191,18.99,Irun,,0.54,13.11,,0.75,17.09,12.17,56.34,16.08,83.13,,0.79,,0.64,,0.57,18.83,10.59,69.36,,2015.398,48919,,6.18,2816.065,63764.448,45409.219,210246.964
2888,Italy,2009,IPCC,2009,33020,77879.79,,19.19,,4649.06,,1228,62563.3,32068.38,10410.23,12.19,Iseo,,4.15,,-0.00,1.71,50.31,35.06,8.77,29.77,70.21,,0.02,,4.19,,1.11,56.40,28.91,9.39,,1253.90432,,-1.469743438065E-12,3.32,515.3916,15207.29427,10597.78526,2650.95712
2889,Italy,2005,IPCC,2005,4405,27555,,4061,1976,1158,,379,22381,2096,8031,12.67,Isera,4.36,5.16,,,2.93,48.97,16.21,22.37,12.23,76.50,,11.27,5.49,3.21,,1.05,62.13,5.82,22.30,399.152,472.748,,,3.63,268.332,4483.073,1483.968,2048.137
2890,Italy,2005,IPCC,2005,67275,198880,,,,,191392,,,,74763,10.35,Isernia,27.20,5.60,,8.49,1.43,35.04,11.51,10.74,25.28,74.72,,,,,71.91,,,,28.09,19686.4834,4049.484,,6140.9,3.37,1034.5692,25358.629,8330.6114,7771.411
2891,Malta,2005,IPCC,2005,5725,3100,,,,28,,84,6509,961,1243,2.30,Isla,,0.46,,,1.38,84.50,7.64,6.02,64.87,35.13,,,,0.32,,0.95,73.76,10.89,14.08,,24.64,,,1.76,73.92,4541.42,410.76,323.55
2892,Spain,2007,IPCC,2007,94423,284472.4,,6388.213,,,259912.41,,,,125371.2,18.25,Isla Cristina,1.04,5.73,5.00,33.59,,14.65,13.47,26.52,24.51,73.83,,1.66,,,67.46,,,,32.54,1265.4,6982.65,6090,40902.5276,5.87,,17837.1,16405.2,32301.7684
2893,Spain,2007,IPCC,2007,16662,65354.92,,1173.53,,,34759.4,,,,48431.05,14.18,Isla Mayor,3.89,2.18,4.39,17.07,,15.13,8.29,49.06,20.03,78.56,,1.41,,,41.78,,,,58.22,989.1,553.5,1116,4341.6408,4.40,,3847.5,2107.8,12476.0172
2894,Sweden,2008,IPCC,2008,349362,511752,,48382,396325,24099,,1369,185260,76955,225488,36.98,Isle of Öland,50.58,2.42,,,0.08,15.43,4.68,26.80,38.41,56.27,,5.32,43.58,2.65,,0.15,20.37,8.46,24.79,108387.591,5194.755,,,8.71,177.97,33064.89,10028.125,57435.096
2895,Italy,2011,IPCC,2011,3579.8,6903.5,,,585.1,235.4,,222,3376.3,1114.4,4950.1,6.56,Isnello,6.49,2.65,,,3.16,36.39,13.85,37.46,34.15,65.85,,,5.58,2.25,,2.12,32.21,10.63,47.22,220.2775,90.0942,,,2.13,107.226,1235.8355,470.197,1272.1623
2896,Italy,2005,IPCC,2005,2398,20042,,,,305,,91,15971,2684,3388,17.71,Isola Dovarese,,1.52,,,0.81,67.04,14.54,16.09,10.69,89.31,,,,1.36,,0.41,71.18,11.96,15.10,,82.123,,,4.27,43.953,3627.113,786.548,870.281
2897,Italy,2011,IPCC,2011,150968.6,588015.2,,12757.5,19666.1,3235.7,3.8E-25,4653,151635.9,194690.7,377859.9,18.78,Isola D’Elba,1.04,0.28,,0.00,,16.12,20.91,61.66,20.08,78.22,,1.70,2.62,0.43,0.00,0.62,20.17,25.90,50.26,1614.1266,430.5324,,8.1199686974288E-12,4.98,,25143.7738,32602.3672,96154.5444
2898,Italy,2011,IPCC,2011,3513,60380,,,,572,,544,32192,,30585,19.39,Isola Rizza,,0.98,,,2.18,47.91,,48.94,5.50,94.50,,,,0.90,,0.85,50.38,,47.87,,162.249,,,5.01,359.04,7904.599,,8074.44
2899,Italy,2008,IPCC,2008,60276,87554,,8915,57789,2581,,1024,60692,17299,17360,17.53,Isola Vicentina,47.01,1.67,,,0.99,28.53,12.26,9.53,38.45,55.86,,5.69,36.87,1.65,,0.65,38.72,11.04,11.08,21783.961,773.757,,,5.18,460.8,13221.674,5681.624,4414.864
2900,Italy,2005,IPCC,2005,9039.3,56103.1,,2697,,1222.5,,614.5,46230.6,11012.4,8759.4,13.17,Isola del Gran Sasso D'Italia,,,,86.10,,,,13.90,13.32,82.70,,3.98,,1.80,,0.91,68.15,16.23,12.91,,,,13990.1817,3.28,,,,2257.6669
2901,Italy,2005,IPCC,2005,77400.815,142466.073,,,65599.235,2707.658,,1001.374,68561.838,22722.389,59274.394,19.91,Isola della Scala,38.23,0.88,,,0.70,24.97,13.52,21.70,35.20,64.80,,,29.84,1.23,,0.46,31.18,10.33,26.96,26458.974737,609.713886,,,6.27,483.663642,17282.122646,9354.837892,15015.049755
2902,Italy,2005,IPCC,2005,416.63,3134.67,,2102.69,131.74,67.392,,,4333.29,609.008,512.56,18.82,Isola di Fondra,3.20,1.73,,0.00,,60.71,19.62,14.74,7.37,55.44,,37.19,2.33,1.19,,,76.64,10.77,9.07,27.16842,14.732176,,2.6261659513694E-14,4.52,,516.21735,166.834844,125.36666
2903,Italy,2011,IPCC,2011,42761.1,126916.59,,,,4788.73,6232.27,2219.58,36122.76,22576.6,97737.75,11.21,Ispica,,3.47,,3.72,1.69,22.06,15.68,53.37,25.20,74.80,,,,2.82,3.67,1.31,21.29,13.31,57.60,,1636.1124,,1754.32869,3.11,796.82922,10395.05836,7390.47012,25149.17444
2904,Spain,2007,IPCC,2007,3616,15613.01,,10944.65,,,7873.06,,,,13451.99,13.62,Istán,0.46,2.50,6.37,9.00,,16.55,7.49,57.63,11.98,51.74,,36.27,,,36.92,,,,63.08,27.45,150.75,384,542.6142,4.27,,997.65,451.35,3473.8358
2905,Spain,2010,IPCC,2010,121.76,200.22,,7.565,,29.29,2.8421709430404E-14,20.13,204.32,,75.81,9.47,Isuerre,,11.11,,0.00,8.82,60.36,,19.72,36.95,60.76,,2.30,,8.89,0.00,6.11,62.00,,23.00,,11.1576,,6.2527760746889E-15,2.95,8.8572,60.64172,,19.81143
2906,Italy,2011,IPCC,2011,3156,4717,,,,238.8,-1.5E-13,341.8,2924.8,820.1,3550.3,4.73,Itala,,4.10,,-0.03,6.06,41.44,14.17,34.27,40.09,59.91,,,,3.03,-0.00,4.34,37.14,10.41,45.08,,111.1,,-0.90189999999999,1.63,164.064,1122.4389,383.928,928.266
2907,Italy,2009,IPCC,2009,35600,65360,,,12024,1030,2035,724,23318,10178,51651,9.87,Itri,17.30,1.11,,2.94,1.05,22.67,14.72,40.21,35.26,64.74,,,11.91,1.02,2.02,0.72,23.10,10.08,51.16,5774.996,370.197,,982.905,3.26,349.692,7570.254,4915.974,13424.175
2908,Italy,2010,LCA,2010,1466.5,1510.7,,205.8,710.093091,68.0000001,4.5474735088646E-13,130,1312.70005,245.410891,717.1949566,5.46,Ittireddu					,26.59,2.23,,0.00,5.49,39.07,8.21,18.42,46.07,47.46,,6.47,22.31,2.14,0.00,4.08,41.24,7.71,22.53,323.656488262,27.19643716,,6.8553106302716E-15,2.09,66.7987411,475.607084036,99.898424932,224.205452865
2909,Italy,2010,LCA,2010,22092.5,78988.8,,3218.4,12180.0908,1886.31003,-7.2759576141834E-12,704.599977,20080.0327,3397.62265,66050.8288195,11.70,Ittiri	 									,14.99,2.59,,-0.00,1.04,20.90,4.47,56.01,21.18,75.73,,3.09,11.68,1.81,-0.00,0.68,19.25,3.26,63.33,5218.012024252,900.905025651,,-1.9689271357492E-12,3.90,362.049176762,7275.062428209,1555.709376223,19498.215929038
2910,Belgium,,,,,,,,,,,,,,,,Ittre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,Belarus,,,,,,,,,,,,,,,,Ivacevičy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,Croatia,2008,IPCC,2008,50315.33,186845.42,1369.57,2212.17,,8575.88,-4.0E-25,1051.41,64259.43,102061.98,64793.8,16.20,Ivanic-Grad,,3.48,,-0.00,0.59,24.48,42.36,29.09,20.90,77.61,0.57,0.92,,3.56,-0.00,0.44,26.69,42.39,26.91,,2017.56745,,-5.275069270283E-12,3.94,339.60543,14203.41415,24580.08968,16879.88633
2913,Ukraine,2010,IPCC,2010,302247.8,1967551.4,852961.3,1683.2,114876.8,147073,,2605.8,1545500.7,314846.5,999540.9,14.09,Ivano-Frankivsk,5.64,3.91,,,0.26,52.57,9.53,28.09,9.67,62.97,27.30,0.05,3.68,4.71,,0.08,49.46,10.08,31.99,50545.328,34983.3774,,,4.04,2293.104,470802.5276,85357.4633,251512.4091
2914,Spain,2005,IPCC,2005,3656.6,17384.95,,,,538.58,,215.14,5528.49,1018.38,13740.96,11.39, Ivars d'Urgell,,2.42,10.72,,1.49,26.77,6.37,52.23,17.38,82.62,,,,2.56,,1.02,26.27,4.84,65.30,,168.49051,745.24,,3.76,103.48234,1861.00341,442.77507,3630.33594
2915,Italy,2004,IPCC,2004,68224,478021,,8685,,11719,2719,564,254581,113421,171926,22.86,Ivrea,,2.35,,0.54,0.19,42.05,23.58,31.30,12.29,86.14,,1.57,,2.11,0.49,0.10,45.88,20.44,30.98,,3316.233,,758.589,5.82,272.412,59458.338,33345.374,44258.876
2916,France,2007,IPCC,2007,,,,,9500000,33633,,2855,45000000,42466367,,,Ivry sur Seine,,,100.00,,,,,,,,,,9.79,0.03,,0.00,46.39,43.78,,,,9730,,,,,,
2917,Italy,2005,IPCC,2005,2821.04,18061.38,,,,453.52,,174.25,13865.46,1545.75,4843.44,10.97,Izano,,1.98,,-0.00,1.59,64.15,8.65,23.63,13.51,86.49,,,,2.17,,0.83,66.40,7.40,23.19,,104.95854,,-3.6743585951627E-13,2.78,84.16275,3398.4797,458.12821,1251.93888
2918,Ukraine,2015,IPCC,2015,140701,453777.62,,,,93796,,2288,189376,,309018.62,8.22,Izmail,,11.13,,,0.88,54.41,,33.58,23.67,76.33,,,,15.78,,0.38,31.86,,51.98,,26458.29,,,3.29,2086.656,129326.362,,79797.47474
2919,Spain,2007,IPCC,2007,22620,110598.72,,20365.88,,,83628.09,,,,69956.51,18.76,Iznalloz,1.78,2.99,3.61,26.06,,12.60,7.99,44.98,14.73,72.01,,13.26,,,54.45,,,,45.55,716.4,1200.6,1447,10458.3708,5.65,,5055.75,3206.25,18052.0371
2920,Spain,2007,IPCC,2007,2324,11840.25,,191.98,,,4723.97,,,,9632.26,15.67,Iznate,,5.74,7.27,12.58,,10.74,7.22,56.45,16.19,82.47,,1.34,,,32.91,,,,67.09,,253.35,321,555.217,4.88,,473.85,318.6,2491.5298
2921,Spain,2007,IPCC,2007,5515,21695.15,,21773.3,,,34249.44,,,,14734.01,43.58,Iznatoraf,2.08,2.82,2.69,24.66,,8.59,10.92,48.24,11.26,44.29,,44.45,,,69.92,,,,30.08,164.5,222.95,213,1949.89808,7.04,,679,863.8,3814.5216
2922,Ukraine,,,,,,,,,,,,,,,,Izyum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,Belarus,2010,IPCC,2010,26053,150932,38861,69970,,87479,38497,472,137463,247,21658,10.35,Iŭje,,24.11,0.96,16.81,0.59,48.81,0.12,8.61,9.12,52.81,13.60,24.48,,30.61,13.47,0.17,48.09,0.09,7.58,,15625.126,622.64,10893.352,2.35,380.432,31637.359,77.701,5582.542
2924,Belgium,,,,,,,,,,,,,,,,JALHAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,Spain,2010,IPCC,2010,1125.8,2159.77,,88.68,,156.49,,75.95,,2396.88,744.93,10.26,JARABA,,5.65,,,3.35,,71.41,19.58,33.36,64.01,,2.63,,4.64,,2.25,,71.03,22.08,,56.29753,,,3.03,33.418,,711.42035,195.06015
2926,Italy,2011,IPCC,2011,7159.4,19738.4,,,752.5,370.5,,404.2,5957.6,2533.8,16879.2,8.34,JERZU,4.93,1.69,,,2.65,28.39,16.60,45.74,26.62,73.38,,,2.80,1.38,,1.50,22.15,9.42,62.75,474.075,162.63,,,2.98,254.646,2730.1074,1596.294,4399.1784
2927,Spain,2007,IPCC,2007,9776,44500.7,,22867.1,388,1259,46157.01,,3913,4216,21210.8,22.61,Jabalquinto,,,2.91,61.91,,,,35.18,12.67,57.69,,29.64,0.50,1.63,59.83,,5.07,5.47,27.50,,,453,9635.7352,6.48,,,,5474.6846
2928,Spain,2007,IPCC,2007,32169,27546.22,,3434.74,25861,1059.76,4086.91,412.71,10373.32,1671.46,19684.8,23.68,Jabugo,53.38,1.89,,0.72,0.85,16.05,3.15,23.95,50.94,43.62,,5.44,40.95,1.68,6.47,0.65,16.43,2.65,31.17,11637.45,412.0092,,156.5187,8.64,185.7195,3500.0964,687.2742,5222.2166
2929,Spain,2007,IPCC,2007,10299.57,2977.75,,,,208.46,,121.72,5371.52,7267.12,308.5,1.64,Jacarilla,,1.68,,,1.02,35.40,60.39,1.51,77.57,22.43,,,,1.57,,0.92,40.46,54.73,2.32,,88.27105,,,0.65,53.5568,1857.98769,3169.96208,79.41501
2930,Spain,2005,IPCC,2005,1153.2,5931.6,,,,116.3,,67.5,1590.9,60.3,5249.8,18.79,Jafre,,2.15,6.25,,1.44,28.06,0.66,61.45,16.28,83.72,,,,1.64,,0.95,22.46,0.85,74.10,,48.5213,141.099,,5.99,32.4675,633.5769,14.8281,1387.41
2931,Spain,2007,IPCC,2007,8884,37807.76,,2525.04,,,16058.17,,,,33158.62,14.01,Jamilena,1.43,1.80,5.88,8.12,,16.39,7.71,58.68,18.05,76.82,,5.13,,,32.63,,,,67.37,209.25,262.8,860,1187.37724,4.17,,2398.05,1127.7,8583.8148
2932,Poland,2005,IPCC,2005,16493,165623,,,,5668,,702,175746,,,8.93,Jasienica,,2.73,,,1.00,96.28,,,9.06,90.94,,,,3.11,,0.39,96.50,,,,1886.468,,,3.39,689.364,66586.1,,
2933,Croatia,2009,IPCC,2009,94955.8,76776.6,,44644.5,,1527.4,-2.9103830456734E-11,1969.1,126645.5,47441.3,38793.8,10.00,Jastrebarsko ,,0.69,,,1.29,57.48,20.15,20.40,43.88,35.48,,20.63,,0.71,-0.00,0.91,58.53,21.93,17.93,,340.9248,,,2.88,636.0193,28407.5215,9960.1984,10080.2349
2934,Spain,2010,IPCC,2010,575.48,2195.62,,40.27,,755.88,-2.2737367544323E-13,85.04,1088.19,,882.26,9.93,Jaulin,,26.28,,,4.66,40.26,,28.80,20.47,78.10,,1.43,,26.89,-0.00,3.02,38.71,,31.38,,210.79866,,,2.88,37.4176,322.98598,,231.05859
2935,Poland,2009,IPCC,2009,7654,64071,,,,8784,,33,62908,,,11.15,Jaworze,,12.10,,,0.12,87.78,,,10.67,89.33,,,,12.25,,0.05,87.71,,,,3248.09,,,4.17,32.406,23565.958,,
2936,Spain,2007,IPCC,2007,6046.08,22992.81,,4181.39,,,17498.66,,,,15721.61,23.55,Jayena,7.37,3.05,2.76,21.03,,10.94,9.22,45.64,18.20,69.21,,12.59,,,52.67,,,,47.33,655.5555,271.008,246,1871.7034,7.22,,973.4175,820.755,4061.6561
2937,Spain,,,,,,,,,,,,,,,,Jaén,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,Latvia,2005,IPCC,2005,140553,194428,195500.1,15505,75227.1,4243,,2833,285333,70050,108300,8.26,Jelgava,14.31,0.73,,,0.29,47.42,11.92,25.33,25.74,35.61,35.81,2.84,13.78,0.78,,0.52,52.26,12.83,19.84,15423.5444,787.973,,,1.63,308.797,51099.313,12849.734,27293.94
2939,Italy,2005,IPCC,2005,2038.19,11098.87,,32.15,,289.11,-9.0949470177293E-13,200,3043.82,741.85,8876.43,7.04,Jelsi,,2.35,,-0.00,2.58,27.82,5.91,61.35,15.48,84.28,,0.24,,2.20,-0.00,1.52,23.14,5.64,67.50,,88.69906,,-3.7942982089589E-15,2.02,97.6,1051.71012,223.369,2319.28947
2940,Spain,2007,IPCC,2007,5388.73,14158.87,,2489.12,,,11392.8,,,,10643.93,17.79,Jerez del Marquesado,9.23,3.82,4.08,14.17,,13.70,11.55,43.46,24.45,64.25,,11.30,,,51.70,,,,48.30,584.2845,241.542,258,897.0006,5.76,,867.582,731.52,2751.3448
2941,Czechia,1998,IPCC,1998,37886.8,196608.6,,5104,98400,3849.8,2.9103830456734E-11,986.8,69646,65390.6,1326.2,18.24,Jeseník,35.78,1.86,,-0.00,1.20,29.20,31.52,0.45,15.81,82.06,,2.13,41.07,1.61,0.00,0.41,29.07,27.29,0.55,28001.891,1452.4543,,-6.1950444774083E-17,5.96,937.46,22854.935,24669.7553,352.7274
2942,Italy,2007,LCA,2007,206311.4,595021.5,,13930.8,163154.2,7933.5,-5.8207660913467E-11,3931.9,218779.7,102537.5,318893.9,20.47,Jesi,23.57,0.90,,,0.72,22.67,15.02,37.11,25.31,72.99,,1.71,20.01,0.97,-0.00,0.48,26.84,12.58,39.12,60011.213116,2281.912579,,,6.39,1833.248375,57717.358668,38246.138657,94478.519771
2943,Italy,2010,IPCC,2010,164803,410997,,,36810,17243,3369,2010,267809,96887,151672,22.49,Jesolo,7.00,2.62,,0.96,0.57,38.99,27.54,22.32,28.62,71.38,,,6.39,2.99,0.59,0.35,46.51,16.83,26.34,11892.561,4452.536,,1627.227,6.64,970.83,66243.924,46796.421,37918
2944,Lebanon,,,,,,,,,,,,,,,,Jezzine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,Spain,2007,IPCC,2007,20784.62,17244.5,,166.96,,1452.83,-7.2759576141834E-12,796.16,20202.25,10800.39,4944.45,5.03,Jijona,,4.52,,,2.67,52.35,30.61,9.85,54.42,45.15,,0.44,,3.80,-0.00,2.08,52.89,28.28,12.94,,593.96431,,,1.74,350.3104,6872.23592,4018.74032,1293.10443
2946,Spain,2007,IPCC,2007,28340,126201.32,,3542.61,,,53881.59,,,,104201.74,15.53,Jimena de la Frontera,,0.02,0.03,99.29,,0.12,0.07,0.46,17.93,79.83,,2.24,,,34.08,,,,65.92,,1335.6,1903,5781710.2038,572.15,,7215.75,4201.65,26926.3636
2947,Finland,2012,IPCC,2012,1234990,636780,548000,9550,767000,145033,206890,9000,485317,354400,461680,32.94,Joensuu,23.83,6.21,,7.21,0.27,21.82,12.28,28.38,50.84,26.21,22.56,0.39,31.57,5.97,8.52,0.37,19.98,14.59,19.00,101139,26371.158,,30597.94,5.75,1134,92598.942,52132.6,120451.648
2948,Italy,2011,IPCC,2011,241894.84,1217596.87,223135.91,,172455.96,7278.09,,7002.24,522320,128108.38,845462.95,17.79,Joint PAES FFGCSS,10.29,0.43,,,0.65,37.84,8.34,42.44,14.38,72.36,13.26,,10.25,0.43,,0.42,31.04,7.61,50.25,53528.96857,2235.98776,,,5.50,3382.08192,196859.2953,43406.2906,220787.41103
2949,Sweden,2005,IPCC,2005,113424,101887,37036,15109,,,168966,,,,98490,45.60,Jokkmokk,,,,41.96,,,,58.04,42.41,38.09,13.85,5.65,,,63.18,,,,36.82,,,,18482.023,7.96,,,,25563.096
2950,Italy,2013,IPCC,2013,17760.48,139408.8,,18.79,14955.47,1090.78,,401.61,26926.75,21333.99,92479.47,51.96,Jolanda di Savoia,28.48,0.99,,,1.52,19.90,26.23,22.87,11.30,88.69,,0.01,9.51,0.69,,0.26,17.13,13.57,58.83,30051.93253,1044.00982,,,34.88,1606.44,21002.46907,27683.58636,24135.5251
2951,Lithuania,,,,,,,,,,,,,,,,Jonava,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,Italy,,,,,,,,,,,,,,,,Joppolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,Italy,2011,IPCC,2011,2046.9,3484.4,,88.5,,76.2,,126.6,2041.1,591.7,2784.2,4.64,Joppolo Giancaxio,,1.41,,,2.64,36.93,11.23,47.78,36.42,62.00,,1.57,,1.36,,2.25,36.32,10.53,49.54,,21.5172,,,1.26,40.2588,562.6246,171.1178,727.828
2954,Spain,2005,IPCC,2005,3024.2,7927.1,,8.5,,108.2,,143.3,2790.7,2078.3,5839.3,16.48,Jorba,,1.10,11.42,,1.74,24.07,22.97,38.70,27.59,72.33,,0.08,,0.99,,1.31,25.46,18.96,53.28,,43.6768,453,,5.97,68.9273,955.0331,911.0139,1535.3047
2955,Spain,2005,IPCC,2005,556.4,2460.4,,,,132.8,,41.6,1043.5,682.6,1116.3,17.75,Josa i Tuixén,,4.29,3.11,,2.16,36.47,22.21,31.75,18.44,81.56,,,,4.40,,1.38,34.59,22.63,37.00,,39.7804,28.82,,5.45,20.0096,337.9363,205.7848,294.1821
