,attr_Emissions_reduction,attr_Energy_access_&_efficiency,attr_Renewable_energy,baseline_year,cdp,company_classification,country,dollar_value,entity_type,name,percent_reduction,raw_commitment,target_year,url,attr_Use_of_carbon_price,attr_Building,attr_Private_finance,climatebonds,green_bond,carbonn,community_wide,covenant_of_mayors,attr_Resilience,attr_Forest,attr_Transport,attr_Other,attr_Short_term_pollutants,climategroup,investorsclimatechange,globalcompact,attr_Agriculture
3809,,,,,1.0,Telecommunication Services,Japan,41.55,Company,KDDI Corporation,,Use an internal carbon price of USD 41.55-83.11 ,,/company/kddi-corporation,1.0,,,,,,,,,,,,,,,,
3810,1.0,1.0,1.0,2012.0,1.0,Telecommunication Services,Japan,,Company,KDDI Corporation,30,Reduce CO2e emissions from parent company's purchased utilities by 30% relative to BAU from 2012 to 2016 through increased energy efficiency and the development of solar-powered cellular base stations,2016.0,/company/kddi-corporation,,,,,,,,,,,,,,,,,
3811,,1.0,1.0,2011.0,1.0,Telecommunication Services,Japan,,Company,KDDI Corporation,15,Reduce CO2e emissions intensity from purchased utilities by 15% per customer from 2011 to 2016 through increased energy efficiency and renewable energy technologies,2016.0,/company/kddi-corporation,,,,,,,,,,,,,,,,,
3812,1.0,,,,,,United States of America,,City,Keene,20,Reduce CO2e emissions from government operations by 20% by 2015 based on 1995 levels,2015.0,/city/keene/united-states-of-america,,,,,,1.0,,,,,,,,,,,
3813,1.0,,,,,,United States of America,,City,Keene,10,Reduce CO2e emissions from the community by 10% by 2015 based on 1995 levels,2015.0,/city/keene/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
3814,1.0,1.0,,2015.0,1.0,Food and Beverage Processing,United States of America,,Company,Kellogg Company,65,Reduce operational CO2e emissions by 65% from 2015 to 2050 through increased energy efficiency and the application of a science-based targets methodology,2050.0,/company/kellogg-company,,,,,,,,,,,,,,,,,
3815,1.0,,,2015.0,1.0,Food and Beverage Processing,United States of America,,Company,Kellogg Company,50,Reduce CO2e emissions from purchased goods and services by 50% from 2015 to 2050,2050.0,/company/kellogg-company,,,,,,,,,,,,,,,,,
3816,1.0,1.0,,2015.0,1.0,Food and Beverage Processing,United States of America,,Company,Kellogg Company,15,Reduce operational CO2e emissions intensity by 15% per tonne of product from 2015 to 2020 through increased energy efficiency,2020.0,/company/kellogg-company,,,,,,,,,,,,,,,,,
3817,,,1.0,2015.0,1.0,Food and Beverage Processing,United States of America,,Company,Kellogg Company,50,Increase the number of manufacturing facilities utilizing low-carbon energy by 50% from 2015 to 2020,2020.0,/company/kellogg-company,,,,,,,,,,,,,,,,,
3818,,,,2005.0,1.0,Food and Beverage Processing,United States of America,,Company,Kellogg Company,,Reduce global water intensity by 15-20% per unit of production from 2005 to 2015,2015.0,/company/kellogg-company,,,,,,,,,1.0,,,,,,,,
3819,1.0,,,,1.0,Food and Beverage Processing,United States of America,,Company,Kellogg Company,,Engage 75% of their tier 1 suppliers to annually report on carbon activities to reduce emissions through CDP’s supply chain program by 2020,2020.0,/company/kellogg-company,,,,,,,,,,,,,,,,,
3820,,,1.0,,,Food and Beverage Processing,United States of America,,Company,Kellogg Company,,Supply 35% of energy demand from low carbon sources in manufacturing facilities by 2020,2020.0,/company/kellogg-company,,,,,,,,,,,,,,,,1.0,
3821,,,,,,Food and Beverage Processing,United States of America,,Company,Kellogg Company,15,Implement water reuse projects in 25% of manufacturing facilities and reduce water use by 15% from 2015 in manufacturing facilities by 2020,2020.0,/company/kellogg-company,,,,,,,,,1.0,,,,,,,1.0,
3822,,,,,,Food and Beverage Processing,United States of America,,Company,Kellogg Company,,Sustain commitment to zero net deforestation in high-risk supply chains by 2020,2020.0,/company/kellogg-company,,,,,,,,,,1.0,,,,,,1.0,1.0
3823,,,,,,Food and Beverage Processing,United States of America,,Company,Kellogg Company,,"Collaborate with and train 500,000 farmers on climate smart agriculture by 2020",2020.0,/company/kellogg-company,,,,,,,,,,,,,,,,1.0,1.0
3824,,,,,1.0,Food and Beverage Processing,United States of America,,Company,Kellogg Company,,Achieve zero deforestation and forest degradation associated with timber and palm oil in their supply chain by 2020 through sustainable procurement of palm oil from traceable and verifiable suppliers that are compliant with forest protection laws and Roundtable of Sustainable Palm Oil (RSPO) criteria,2020.0,/company/kellogg-company,,,,,,,,,,1.0,,,,,,,
3825,,,,,,Food and Beverage Processing,United States of America,,Company,Kellogg Company,30,Increase to 30% number of manufacturing facilities sending zero waste to landfills by 2016,2016.0,/company/kellogg-company,,,,,,,,,,,,1.0,,,,1.0,
3826,1.0,,,2015.0,,Food and Beverage Processing,United States of America,,Company,Kellogg Company,15,Reduce GHG emissions by 15% from 2015 to 2020,2020.0,/company/kellogg-company,,,,,,,,,,,,,,,,1.0,
3827,1.0,1.0,,2005.0,1.0,Food and Beverage Processing,United States of America,,Company,Kellogg Company,15,Reduce operational CO2e emissions intensity by 15% per tonne of product from 2005 to 2015 through increased energy efficiency,2015.0,/company/kellogg-company,,,,,,,,,,,,,,,,1.0,
3828,1.0,1.0,,2012.0,1.0,Chemicals,Finland,,Company,Kemira Corporation,12,Reduce operational CO2e emissions by 12% from 2012 to 2020 through increased energy efficiency,2020.0,/company/kemira-corporation,,,,,,,,,,,,,,,,,
3829,,,1.0,,,,United States of America,,City,Kenosha,1,Increase share of renewables in final energy mix for government operations to 1% by 2020,2020.0,/city/kenosha/united-states-of-america,,,,,,1.0,,,,,,,,,,,
3830,1.0,1.0,,2010.0,1.0,Real Estate,Singapore,,Investor,Keppel Land Limited,16,Reduce CO2e emissions intensity across their value chain by 16% per square meter of floor area from 2010 to 2020 through energy efficient building retrofits,2020.0,/company/keppel-land-limited,,1.0,,,,,,,,,,,,,,,
3831,,,,2012.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",France,,Company,Kering,25,Reduce water consumption resulting from products and services by 25% per dollar revenue from 2012 to 2016,2016.0,/company/kering,,,,,,,,,1.0,,,,,,,,
3832,1.0,1.0,1.0,2015.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",France,,Company,Kering,50,Reduce CO2e emissions intensity from operations and upstream activities by 50% per million Euros value-added from 2015 to 2025 through energy efficient building retrofits and renewable energy purchases and installations,2025.0,/company/kering,,1.0,,,,,,,,,,,,,,,
3833,,,,,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",France,69.59,Company,Kering,,Use an internal carbon price of USD 69.59 ,,/company/kering,1.0,,,,,,,,,,,,,,,,
3834,,,,,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",France,,Company,Kering,,"Achieve zero deforestation and forest degradation associated with timber and cattle products in their direct operations and supply chain by 2016 through the sustainable procurement of leather and cellulose viscose fibers from verified and certified or recycled sources, respectively",2016.0,/company/kering,,,,,,,,,,1.0,,,,,,,
3835,1.0,,,2005.0,1.0,Food and Staples Retailing,Finland,,Company,Kesko Corporation,,Reduce domestic CO2e emissions from purchased utilities by 5.2% from 2005 to 2016 through increased energy efficiency and renewable energy purchases,2016.0,/company/kesko-corporation,,,,,,,,,,,,,,,,,
3836,1.0,,,2011.0,1.0,Food and Staples Retailing,Finland,,Company,Kesko Corporation,10,Reduce direct CO2e emission intensity of the domestic transportation of goods managed by Keslog by 10% relative to the sales index from 2011 to 2020,2020.0,/company/kesko-corporation,,,,,,,,,,,,,,,,,
3837,,1.0,1.0,2005.0,1.0,Food and Staples Retailing,Finland,,Company,Kesko Corporation,,Reduce domestic CO2e emissions from purchased utilities by 5.2% from 2005 to 2016 through increased energy efficiency and renewable energy purchases,2016.0,/company/kesko-corporation,,,,,,,,,,,,,,,,,
3838,1.0,1.0,,2012.0,1.0,Food and Beverage Processing,United States of America,,Company,Keurig Green Mountain,25,Reduce life-cycle CO2e emissions intensity by 25% per brewed beverage from 2012 to 2020 through increased energy efficiency,2020.0,/company/keurig-green-mountain,,,,,,,,,,,,,,,,,
3839,1.0,,,2013.0,1.0,Food and Beverage Processing,United States of America,,Company,Keurig Green Mountain,,Reduce direct CO2e emissions from domestic manufacturing site fuel consumption by 3.2% per pound of roasted coffee from 2013 to 2015,2015.0,/company/keurig-green-mountain,,,,,,,,,,,,,,,,,
3840,1.0,,,2013.0,1.0,Food and Beverage Processing,United States of America,,Company,Keurig Green Mountain,3,Reduce direct CO2e emissions from their Canadian vehicle fleet by 3% per kilometer from 2013 to 2015,2015.0,/company/keurig-green-mountain,,,,,,,,,,,1.0,,,,,,
3841,1.0,1.0,,2009.0,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,KeyCorp,20,Reduce operational CO2e emissions by 20% from 2009 to 2016 through increased energy efficiency,2016.0,/company/keycorp,,,,,,,,,,,,,,,,,
3842,,,,,1.0,Oil and Gas,Canada,,Company,Keyera Corp.,,Use an internal carbon price,,/company/keyera-corp-,1.0,,,,,,,,,,,,,,,,
3843,,1.0,,,,,Russian Federation,,Region,Khabarovsky krai,40,Increase energy efficiency of the community  by 40% by 2020 based on 2007 levels,2020.0,/subnational-region/khabarovsky-krai/russian-federation,,,,,,1.0,1.0,,,,,,,,,,
3844,1.0,,,,,,Russian Federation,,Region,Khabarovsky krai,25,Reduce CO2e emissions from the community  by 25% by 2020 compared to 1990 absolute levels,2020.0,/subnational-region/khabarovsky-krai/russian-federation,,,,,,1.0,1.0,,,,,,,,,,
3845,1.0,,,2013.0,,,Ukraine,,City,Kherson,20,Reduce community-wide CO2 emissions by 20% from 2013 to 2020,2020.0,/city/kherson/ukraine,,,,,,,1.0,1.0,,,,,,,,,
3846,1.0,,,2014.0,1.0,"Consumer Durables, Household and Personal Products",China,,Company,KHN Shanghai,10,Reduce operational CO2e emissions intensity by 10% per kilometer from 2014 to 2015,2015.0,/company/khn-shanghai,,,,,,,,,,,,,,,,,
3847,1.0,1.0,,,1.0,Construction and Engineering,United Kingdom of Great Britain and Northern Ireland,,Company,Kier Group,,Maintain 2014 level of operational CO2e emissions to 2020 despite growth and acquisitions through increased energy efficiency and building retrofits,,/company/kier-group,,,,,,,,,,,,,,,,,
3848,1.0,1.0,,2014.0,1.0,Construction and Engineering,United Kingdom of Great Britain and Northern Ireland,,Company,Kier Group,10,Reduce operational CO2e emissions by 10% per unit of revenue from 2014 to 2020 through increased energy efficiency and building retrofits,2020.0,/company/kier-group,,1.0,,,,,,,,,,,,,,,
3849,1.0,1.0,,2008.0,1.0,"Consumer Durables, Household and Personal Products",United States of America,,Company,KIK Custom Products,30,Reduce operational CO2e emissions by 30% from 2008 to 2015 through energy efficient building retrofits,2015.0,/company/kik-custom-products,,1.0,,,,,,,,,,,,,,,
3850,,,,2014.0,1.0,Technology Hardware and Equipment,United States of America,,Company,Kimball Electronics Group,,Reduce water consumption at their Tampa location by 28.99% from 2014 to 2015,2015.0,/company/kimball-electronics-group,,,,,,,,,1.0,,,,,,,,
3851,1.0,,,2014.0,1.0,Technology Hardware and Equipment,United States of America,,Company,Kimball Electronics Group,2,Reduce CO2e emissions intensity from hazardous waste generated in operations by 2% per unit of production from 2014 to 2015,2015.0,/company/kimball-electronics-group,,,,,,,,,,,,,,,,,
3852,1.0,,,2014.0,1.0,Technology Hardware and Equipment,United States of America,,Company,Kimball Electronics Group,2,Reduce CO2e emissions intensity from waste generated in operations by 2% per unit of production from 2014 to 2015 through increased solid waste recycling,2015.0,/company/kimball-electronics-group,,,,,,,,,,,,1.0,,,,,
3853,1.0,,,2014.0,1.0,Technology Hardware and Equipment,United States of America,,Company,Kimball Electronics Group,,Reduce CO2e emissions from waste generated in operations by 16.13% from 2014 to 2015,2015.0,/company/kimball-electronics-group,,,,,,,,,,,,,,,,,
3854,1.0,,,,1.0,Technology Hardware and Equipment,United States of America,,Company,Kimball Electronics Group,2,Reduce CO2e emissions from purchased utilities by 2% per unit hour worked from a base year of 2014 to 2015,,/company/kimball-electronics-group,,,,,,,,,,,,,,,,,
3855,1.0,,,,1.0,Technology Hardware and Equipment,United States of America,,Company,Kimball Electronics Group,2,Reduce direct CO2e emissions intensity by 2% per unit hour worked from a base year of 2014 to 2015,,/company/kimball-electronics-group,,,,,,,,,,,,,,,,,
3856,1.0,,,,1.0,Technology Hardware and Equipment,United States of America,,Company,Kimball Electronics Group,2,Reduce CO2e emissions intensity from waste generated in operations by 2% per unit hour worked from a base year of 2014 to 2015,,/company/kimball-electronics-group,,,,,,,,,,,,,,,,,
3857,1.0,,,2014.0,1.0,Technology Hardware and Equipment,United States of America,,Company,Kimball Electronics Group,3,Reduce CO2e emissions from purchased utilities by 3% per unit of production from 2014 to 2015,2015.0,/company/kimball-electronics-group,,,,,,,,,,,,,,,,,
3858,1.0,1.0,,2005.0,1.0,"Consumer Durables, Household and Personal Products",United States of America,,Company,Kimberly-Clark Corporation,20,Reduce operational CO2e emissions by 20% from 2005 to 2022 through increased energy efficiency,2022.0,/company/kimberly-clark-corporation,,,,,,,,,,,,,,,,,
3859,,,,,1.0,"Consumer Durables, Household and Personal Products",United States of America,,Company,Kimberly-Clark Corporation,,Achieve zero deforestation and forest degradation from all wood fibers procured for the production of tissue and personal care products by 2015 through increased supplier certification and the procurement of sustainably sourced wood fibers,2015.0,/company/kimberly-clark-corporation,,,,,,,,,,1.0,,,,,,,
3860,,,,,1.0,"Consumer Durables, Household and Personal Products",United States of America,,Company,Kimberly-Clark Corporation,,Provide 1 billion gallons of fresh water to communities in water-stressed locations by 2015,2015.0,/company/kimberly-clark-corporation,,,,,,,,,1.0,,,,,,,,
3861,,,,2010.0,1.0,"Consumer Durables, Household and Personal Products",United States of America,,Company,Kimberly-Clark Corporation,25,Reduce global consumption of water used for production from all sources by 25% from 2010 to 2015,2015.0,/company/kimberly-clark-corporation,,,,,,,,,1.0,,,,,,,,
3862,1.0,1.0,,2010.0,1.0,"Consumer Durables, Household and Personal Products",United States of America,,Company,Kimberly-Clark Corporation,5,Reduce operational CO2e emissions by 5% from 2010 to 2015 through increased energy efficiency,2015.0,/company/kimberly-clark-corporation,,,,,,,,,,,,,,,,,
3863,,,,,1.0,"Consumer Durables, Household and Personal Products",Mexico,,Company,Kimberly-Clark de México S.A.B. de C.V.,,Achieve zero deforestation and forest degradation associated with timber in their supply chain by 2015 through sustainable procurement of environmentally-responsible fibers and required certification for their forest management activities from their wood fiber suppliers,2015.0,/company/kimberly-clark-de-mexico-s-a-b-de-c-v-,,,,,,,,,,1.0,,,,,,,
3864,1.0,1.0,,2014.0,1.0,Real Estate,United States of America,,Investor,Kimco Realty,5,Reduce CO2e emissions from purchased utilities by 5% from 2014 to 2015 through increased building energy efficiency,2015.0,/company/kimco-realty,,1.0,,,,,,,,,,,,,,,
3865,1.0,1.0,,2010.0,1.0,Retailing,United Kingdom of Great Britain and Northern Ireland,,Company,Kingfisher,25,Reduce operational CO2e emissions by 25% from 2010 to 2020 through increased energy efficiency and conservation,2020.0,/company/kingfisher,,,,,,,,,,,,,,,,,
3866,1.0,1.0,,2010.0,1.0,Retailing,United Kingdom of Great Britain and Northern Ireland,,Company,Kingfisher,50,Reduce CO2e emissions intensity of energy consumption from their property portfolio by 50% per square meter from 2010 to 2020 through increased energy efficiency and conservation,2020.0,/company/kingfisher,,,,,,,,,,,,,,,,,
3867,,,,,1.0,Retailing,United Kingdom of Great Britain and Northern Ireland,,Company,Kingfisher,,"Achieve zero deforestation and forest degradation associated with timber, palm oil, and cattle products in their direct operations and supply chain by 2020 through the procurement of sustainably sourced materials",2020.0,/company/kingfisher,,,,,,,,,,1.0,,,,,,,
3868,,,,,1.0,Retailing,United Kingdom of Great Britain and Northern Ireland,,Company,Kingfisher,,"Become net positive in terms of global net reforestation by 2050
",2050.0,/company/kingfisher,,,,,,,,,,1.0,,,,,,,
3869,,,,,1.0,Building Products,Ireland,,Company,Kingspan,,Use an internal carbon price,,/company/kingspan,1.0,,,,,,,,,,,,,,,,
3870,1.0,,,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of access flooring business in North America by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3871,1.0,1.0,1.0,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve group-wide carbon neutrality by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3872,1.0,,,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of environmental division by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3873,1.0,1.0,1.0,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of access flooring business in Europe by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3874,,1.0,1.0,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of access flooring business in North America by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3875,1.0,,,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of insulated panel business in North America by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3876,1.0,1.0,1.0,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of insulation division by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3877,,1.0,1.0,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of environmental division by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3878,1.0,,,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of insulated panel business in Western Europe by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3879,1.0,1.0,1.0,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of insulated panel business in Central Europe by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
3880,,1.0,1.0,,1.0,Building Products,Ireland,,Company,Kingspan,,Achieve carbon neutrality of insulated panel business in North America by 2020 through increased energy efficiency and renewable energy sources,2020.0,/company/kingspan,,,,,,,,,,,,,,,,,
