name,country,commitments,submission,year,region,population,sectors,target
Mortsel,Belgium,2020,2018-02-20				,2016			,Arr. Antwerpen,25242,Residential buildings; Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Industry,20%
Morón de la Frontera,Spain,2020;2030;ADAPT,2016-08-10				,2011			,Sevilla,30000,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Industry; Others,20%
Moscufo,Italy,2020,2015-07-21				,2012			,Pescara,3274,Tertiary buildings equipment facilities; Residential buildings; Municipal buildings equipment facilities; Local electricity production; Public lighting; Others,29%
Mossano,Italy,2020,2016-12-22				,2014			,"",1791,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Local heat cold production; Others,23%
Motril,Spain,2020,2018-09-29				,2011			,"",60000,Others; Transport; Public lighting; Residential buildings; Municipal buildings equipment facilities; Local electricity production,25%
Motta D'Affermo,Italy,2020;2030;ADAPT,2018-08-03				,2018			,Messina,850,Municipal buildings equipment facilities; Others; Local electricity production; Transport; Industry; Public lighting; Residential buildings; Tertiary buildings equipment facilities,33%
Moura,Portugal,2020,2015-02-04				,2011			,Baixo Alentejo,16411,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,48%
Mouscron,Belgium,2020;2030;ADAPT,2018-09-11				,2013			,"",56435,Others; Local heat cold production; Local electricity production; Transport; Industry; Public lighting; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Residential buildings,21%
Mozzanica,Italy,2020,2015-02-20				,2012			,"",4615,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,21%
Mozzo,Italy,2020,2015-05-21				,2013			,"",7507,Residential buildings; Transport; Tertiary buildings equipment facilities; Others; Local heat cold production; Public lighting; Municipal buildings equipment facilities; Local electricity production,20%
Mulazzano,Italy,2020,2015-03-23				,2013			,"",5773,Public lighting; Residential buildings; Transport; Local electricity production; Tertiary buildings equipment facilities; Local heat cold production; Others; Municipal buildings equipment facilities; Industry,24%
Mungia,Spain,2020,2016-10-12				,2014			,"",17067,Municipal buildings equipment facilities; Others; Local heat cold production; Tertiary buildings equipment facilities; Residential buildings; Local electricity production; Public lighting; Transport,22%
Municipality of Chalkidona,Greece,2020,2016-11-11				,2013			,"",33673,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting,38%
Municipality of Kozani,Greece,2020,2016-12-13				,2013			,Κοζάνη (Kozani),71388,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,21%
Municipis de la Serra de l’Estela de l’Alt Empordà,Spain,2020,2019-04-12				,2015			,"",3476,Municipal buildings equipment facilities; Others; Residential buildings; Public lighting; Transport; Local electricity production,21%
Murcia,Spain,2020;2030;ADAPT,2015-12-17				,2010			,Murcia,439889,Others; Tertiary buildings equipment facilities; Transport; Residential buildings; Public lighting; Local electricity production; Municipal buildings equipment facilities; Industry,20%
Murla,Spain,2020,2018-02-16				,2011			,Alicante / Alacant,509,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Muro de Alcoy,Spain,2020;2030;ADAPT,2015-09-28				,2011			,Alicante / Alacant,9328,Tertiary buildings equipment facilities; Residential buildings; Municipal buildings equipment facilities; Others; Transport; Public lighting; Local electricity production,20%
Murtas,Spain,2020,2018-10-01				,2012			,"",658,Others; Transport; Public lighting; Residential buildings; Municipal buildings equipment facilities,21%
Murça,Portugal,2020,2018-02-21				,2015			,Douro,5938,Residential buildings; Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Industry; Others,21%
Musile Di Piave,Italy,2020,2016-08-29				,2012			,Venezia,11500,Others; Local electricity production; Transport; Public lighting; Residential buildings; Municipal buildings equipment facilities,20%
Muskiz,Spain,2020,2018-03-12				,2016			,"",7500,Public lighting; Transport; Municipal buildings equipment facilities; Local electricity production; Residential buildings; Tertiary buildings equipment facilities,22%
Mutxamel,Spain,2020;2030;ADAPT,2015-11-18				,2012			,Alicante / Alacant,25009,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Others; Residential buildings,29%
Myrhorod,Ukraine,2020,2018-02-05				,2013			,"",41300,Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Málaga,Spain,2020;2030;ADAPT,2015-02-10				,2011			,"",568305,Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Transport; Local electricity production; Residential buildings; Others; Public lighting,20%
München,Germany,2020;ADAPT,2015-01-13				,2011			,"München, Kreisfreie Stadt",1464962,Residential buildings; Public lighting; Others; Municipal buildings equipment facilities; Transport; Local electricity production; Tertiary buildings equipment facilities; Industry; Local heat cold production,47%
Münster,Germany,2020;ADAPT,2015-01-26				,2010			,"Münster, Kreisfreie Stadt",309429,Others; Tertiary buildings equipment facilities; Residential buildings; Transport; Municipal buildings equipment facilities; Local electricity production; Local heat cold production,40%
NANTES METROPOLE,France,2020,2017-02-23				,2011			,"",600000,Residential buildings; Others; Transport; Tertiary buildings equipment facilities,30%
Nacimiento,Spain,2020,2018-10-16				,2011			,"",467,Others; Local electricity production; Public lighting; Residential buildings; Local heat cold production; Transport; Municipal buildings equipment facilities,21%
Napoli,Italy,2020,2016-12-07				,2012			,"",970438,Transport; Others; Industry; Local electricity production; Public lighting; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Residential buildings,25%
Narni,Italy,2020,2019-04-30				,2015			,Terni,20000,Others; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Transport; Local electricity production; Local heat cold production,20%
Nassogne,Belgium,2020,2018-10-26				,2016			,Arr. Marche-en-Famenne,5408,Residential buildings; Local electricity production; Industry; Transport; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Others; Local heat cold production; Public lighting,24%
Navahrudak,Belarus,2020,2018-08-23				,2014			,"",46098,Others; Local electricity production; Transport; Industry; Public lighting; Residential buildings; Municipal buildings equipment facilities,20%
Navas,Spain,2020,2015-03-04				,2009			,"",6243,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Navata,Spain,2020,2016-04-11				,2014			,"",1182,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,22%
Navelli,Italy,2020,2015-12-14				,2015			,"",548,Transport; Local electricity production; Residential buildings; Public lighting,25%
Nazareth,Belgium,2020,2018-12-26				,2016			,Arr. Gent,11543,Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Transport; Local electricity production; Local heat cold production; Others; Public lighting; Industry,20%
Nazzano,Italy,2020,2015-01-07				,2012			,"",1350,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Industry; Local heat cold production; Others,46%
Nea Smyrni,Greece,2020,2015-02-23				,2013			,"",79000,Public lighting; Transport; Municipal buildings equipment facilities,20%
Neapolis-Sykies,Greece,2020,2018-02-02				,2013			,"",86417,Municipal buildings equipment facilities; Others; Transport; Residential buildings; Tertiary buildings equipment facilities; Local electricity production; Public lighting,26%
Neerpelt,Belgium,2020;2030;ADAPT,2015-05-13				,2012			,"",16448,Local heat cold production; Transport; Municipal buildings equipment facilities; Industry; Others; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Local electricity production,22%
Nembro,Italy,2020,2015-05-20				,2011			,"",11642,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Local heat cold production; Others,20%
Nerviano,Italy,2020,2015-02-20				,2012			,"",16810,Local electricity production; Transport; Municipal buildings equipment facilities; Public lighting; Others,20%
Neufchâteau,Belgium,2020,2018-10-26				,2016			,Arr. Neufchâteau,7300,Transport; Municipal buildings equipment facilities; Local electricity production; Others; Industry; Residential buildings; Tertiary buildings equipment facilities; Public lighting,24%
