,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency
597,International Federation of Red Cross and Red Crescent Societies,6.134050181572093e-06,1.5068552556840586e-06,1.5378204807348084e-06,0.02359171211719513,1.172584143205313e-05,2.2181372969498625e-06,3.180620478815399e-05,7.10104577592574e-05,0.013647166080772877,0.19003960490226746,0.034275930374860764,6.305179340415634e-06,0.3424179255962372,0.33329400420188904,0.03407936170697212,0.028487831354141235,1.4946643887014943e-06,3.270786692155525e-05,13,Intergovernmental organizations,Ms. Elaine Roxas Angeles,Geneva,Switzerland,
598,International Fertilizer Association,2.4623022909509018e-05,6.048749128240161e-06,6.173047950142063e-06,0.00040547363460063934,4.706933395937085e-05,8.903944944904651e-06,0.13316956162452698,0.23642399907112122,0.0005171995726414025,0.0026484804693609476,0.00013579278311226517,2.5309960619779304e-05,0.3445146679878235,0.08540098369121552,0.17818833887577057,0.0006648610578849912,5.9998128563165665e-06,0.01780652441084385,13,Non-governmental organizations,Ms. Margot Rose Clifford,Paris,France,Constituency - Business and Industry
599,International Forestry Students’ Association,1.0245898920402396e-05,2.516948143238551e-06,2.568670424807351e-06,0.00018128880765289068,1.9586046619224362e-05,3.705025164890685e-06,0.09393280744552612,0.00011734596046153456,0.09854120761156082,0.01933559961616993,5.65021182410419e-05,1.0531741281738505e-05,0.45196616649627686,0.1356831043958664,0.0925280749797821,0.10755159705877304,2.4965852389868814e-06,5.463230991153978e-05,13,Non-governmental organizations,Ms. Aditi Mishra,Freiburg,Germany,Constituency - Youth
600,International Forum on Globalization Inc.,1.2890912330476567e-05,3.1667068469687365e-06,3.2317811928805895e-06,0.11063245683908463,2.4642247808515094e-05,4.66149003841565e-06,0.01711191050708294,0.0001477738842368126,0.11372392624616623,0.1137358769774437,7.110435399226844e-05,1.325054563494632e-05,0.10772313922643661,0.4355987310409546,0.08328234404325485,0.00036369581357575953,3.1410870633408194e-06,0.017544083297252655,14,Non-governmental organizations,Mr. Victor Menotti,San Francisco,United States of America,Constituency - Environmental CJN
601,International Foundation for African Children,1.1884290870511904e-05,2.919425924119423e-06,2.979418923132471e-06,0.02544698305428028,2.2717991669196635e-05,4.297484792914474e-06,0.012028979137539864,0.00013670088083017617,0.017212966457009315,0.20489560067653656,0.07851025462150574,1.2215840797580313e-05,0.1479305922985077,0.44421425461769104,0.0010184337152168155,0.0193362757563591,2.895806801461731e-06,0.04920904338359833,14,Non-governmental organizations,Mr. Michael Ikechukwu Nwafejoku,Lagos,Nigeria,Constituency - Youth
602,International Gas Union,1.5036477634566836e-05,3.6937740333087277e-06,3.769679324250319e-06,0.006024674046784639,2.87437087536091e-05,5.437349045678275e-06,7.796446152497083e-05,0.39534834027290344,0.0003113865968771279,0.00015489650832023472,8.292160782730207e-05,1.545596751384437e-05,0.4050702452659607,0.09641551226377487,0.05619669333100319,0.04016139730811119,3.6638900837715482e-06,8.017909567570314e-05,13,Non-governmental organizations,Mr. Luis Calvo,Barcelona,Spain,Constituency - Business and Industry
603,International Hydropower Association,4.321891992731253e-06,1.0616910230965004e-06,1.0835082093763049e-06,0.22403357923030853,8.261722541647032e-06,1.5628418168489588e-06,0.0007194539066404104,0.22233936190605164,0.008485900238156319,0.01489311270415783,2.38350094150519e-05,4.4424650695873424e-06,0.08750218898057938,0.07139203697443008,0.29115813970565796,0.0715428963303566,1.0531015277592815e-06,0.007887645624577999,15,Non-governmental organizations,Mr. Richard M. Taylor,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Business and Industry
604,International Indian Treaty Council,2.0007752027595416e-05,4.9149884944199584e-06,5.015989245293895e-06,0.17185887694358826,3.8246787880780175e-05,7.235013981699012e-06,0.000103747435787227,0.00023264120682142675,0.0040139807388186455,0.34394708275794983,0.00011033662303816527,2.0565932572935708e-05,0.3431166112422943,0.10653375834226608,0.005123463459312916,0.0247519351541996,4.875224476563744e-06,0.00010668741742847487,10,Non-governmental organizations,Mr. Alberto Saldamando,San Francisco,United States of America,Constituency - Indigenous peoples
605,International Institute for Applied Systems Analysis,0.005473450757563114,1.2247651284269523e-06,1.2499334616222768e-06,0.01676217094063759,9.53071048570564e-06,1.8028919157586643e-06,2.5852694307104684e-05,0.02799522690474987,0.18179966509342194,0.00035411326098255813,0.013778462074697018,5.124820745550096e-06,0.06949778646230698,0.22314073145389557,0.42951181530952454,0.031613968312740326,1.214856297337974e-06,2.6584235456539318e-05,15,Non-governmental organizations,Mr. Iain Stewart,Laxenburg,Austria,Constituency - Research and independent
606,International Institute for Environment and Development,1.0028094038716517e-05,2.4634434794279514e-06,2.5140659545286326e-06,0.00029101446853019297,1.9169689039699733e-05,3.6262645153328776e-06,0.025488846004009247,0.00011535267549334094,0.00021342690160963684,0.02371690236032009,0.012538434006273746,1.0307859156455379e-05,0.00020612006483133882,0.6514695882797241,0.28456392884254456,0.0012923452304676175,2.4435132672806503e-06,5.3467887482838705e-05,14,Non-governmental organizations,Ms. Marika Hannah Weinhardt,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent
607,International Institute for Sustainable Development,0.038889434188604355,1.822151716623921e-06,1.8595960682432633e-06,0.2975694239139557,1.4179372556100134e-05,2.682263357201009e-06,3.846655090455897e-05,0.01397129986435175,0.010136306285858154,0.010910174809396267,0.09494445472955704,7.624483714607777e-06,0.007889010943472385,0.07454027980566025,0.38080382347106934,0.04558930546045303,1.807409944376559e-06,0.024688029661774635,15,Non-governmental organizations,Mr. Cameron Stuart Hunter,Winnipeg,Canada,Constituency - Research and independent
608,International National Trusts Organisation,1.7571344869793393e-05,4.316475042287493e-06,4.405176241562003e-06,0.040912263095378876,0.003989126067608595,6.353983735607471e-06,9.111445251619443e-05,0.0002022589324042201,0.021563466638326645,0.015550068579614162,0.01545544434338808,0.019057169556617737,0.24244116246700287,0.6340459585189819,0.00037023445474915206,0.006191159598529339,4.281553174223518e-06,9.370156476506963e-05,14,Non-governmental organizations,Ms. Catherine Leonard,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Environmental
609,International Network for Bamboo and Rattan,0.005656118039041758,4.9645618673821446e-06,5.0665812523220666e-06,0.014480984769761562,3.8632551877526566e-05,7.307987743843114e-06,0.16164180636405945,0.0002335469180252403,0.00046827711048536,0.02710714377462864,0.07573936134576797,2.0773362848558463e-05,0.2980629503726959,0.13113322854042053,0.1663525253534317,0.11893460899591446,4.9243967623624485e-06,0.00010775506234494969,13,Intergovernmental organizations,Mr. Borja De La Peña Escardó,Beijing,China,
610,International Network for Sustainable Energy,1.1244749657635111e-05,2.762320036708843e-06,2.819084556904272e-06,0.0001984214613912627,2.1495447072084062e-05,4.066220299137058e-06,0.09023548662662506,0.14227241277694702,0.012270216830074787,0.040956150740385056,0.029366204515099525,1.155845802713884e-05,0.09282485395669937,0.13618986308574677,0.36038336157798767,0.09518636763095856,2.7399719328968786e-06,5.9959602367598563e-05,15,Non-governmental organizations,Mr. Gunnar Boye Olesen,Hjortshoj,Denmark,Constituency - Environmental
611,International Network of Basin Organizations,0.025152914226055145,1.0671036534404266e-06,1.0890321391343605e-06,0.0038440022617578506,8.303842150780838e-06,1.5708094451838406e-06,2.2526626707985997e-05,0.0022471321281045675,0.01653391495347023,0.040010448545217514,0.03148450702428818,4.465113306650892e-06,0.1189684346318245,0.04458974674344063,0.46990224719047546,0.24018847942352295,1.0584703886706848e-06,0.007038091775029898,15,Non-governmental organizations,Mr. Edouard Boinet,Paris,France,Constituency - Environmental
612,International Network of Women Engineers and Scientists,5.98966789766564e-06,1.4713871223648312e-06,1.5016233874121099e-06,0.00010498269693925977,1.1449840712884907e-05,2.1659270714735612e-06,3.105798896285705e-05,6.902085442561656e-05,0.11997254192829132,0.10976608097553253,0.09456440061330795,6.1567689044750296e-06,0.19103361666202545,0.2128647118806839,0.09854122251272202,0.16561438143253326,1.4594830872738385e-06,0.007407797034829855,14,Non-governmental organizations,Ms. Amelia Trachsel,Ottawa ON K1S 5B6,Canada,Constituency - Women and Gender
613,International Organization for Standardization,3.924534212274011e-06,9.640783673603437e-07,9.83889663075388e-07,0.20350414514541626,7.502133485104423e-06,1.4191529089657706e-06,0.015283296816051006,0.10132020711898804,0.017551377415657043,0.004197082947939634,2.1641952116624452e-05,4.034021458210191e-06,0.13911518454551697,0.039627205580472946,0.08200792968273163,0.3893871307373047,9.562786544847768e-07,0.007965035736560822,16,Non-governmental organizations,Mr. José Ignacio Alcorta,Vernier,Switzerland,Constituency - Business and Industry
614,International Organization of Employers,2.0060102542629465e-05,4.927848749503028e-06,5.029113708587829e-06,0.0018281986704096198,3.8346861401805654e-05,7.253944659169065e-06,0.00010401374311186373,0.0002295995072927326,0.0004355946439318359,0.08256127685308456,0.00011062327394029126,2.0619743736460805e-05,0.5849801301956177,0.11647593230009079,0.09761305898427963,0.01983560435473919,4.8879805945034605e-06,0.09572485089302063,13,Non-governmental organizations,Mr. Pierre Vincensini,Geneva,Switzerland,Constituency - Business and Industry
615,International Peatland Society,1.606154728506226e-05,3.9455867408833e-06,4.026666374556953e-06,0.000292096083285287,3.07032278215047e-05,5.808024980069604e-06,0.013750544749200344,0.00018513522809371352,0.025961119681596756,0.025940969586372375,8.857259672367945e-05,1.6509635315742344e-05,0.4067333936691284,0.19815529882907867,0.13032975792884827,0.18331463634967804,3.913665750587825e-06,0.015167511999607086,13,Non-governmental organizations,Ms. Susann Warnecke,Jyväskylä,Finland,Constituency - Environmental
616,International Policy Network,6.24861468168092e-06,1.5349985460488824e-06,1.566542096043122e-06,0.05484326183795929,1.1944843208766542e-05,2.259565007989295e-06,3.240066871512681e-05,0.004847771022468805,0.013178289867937565,0.023151833564043045,0.17752359807491302,6.422939804906491e-06,0.21893316507339478,0.3402421772480011,0.13596943020820618,0.015342705883085728,1.5225799643303617e-06,0.015903860330581665,14,Non-governmental organizations,Ms. Kendra Okonski,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Environmental
617,International Potato Center,4.7807912778807804e-05,1.1744214134523645e-05,1.1985552191617899e-05,0.01798475719988346,9.138953464571387e-05,1.728784445731435e-05,0.29906725883483887,0.0005553126684390008,0.0011679426534101367,0.022857587784528732,0.0002636496792547405,4.914166493108496e-05,0.5002489686012268,0.07254461199045181,0.03239993005990982,0.05241408199071884,1.1649200132524129e-05,0.00025488901883363724,13,Intergovernmental organizations,Mr. Oscar Ortiz,Lima,Peru,
618,International Renewable Energy Agency,0.09890411794185638,1.181754896606435e-06,1.2060394283253117e-06,0.019286423921585083,9.196019163937308e-06,1.7395794884578208e-06,2.494297586963512e-05,0.4324631690979004,0.0001038745540427044,0.0032737036235630512,0.12318684160709381,4.9448517529526725e-06,0.09452277421951294,0.02587026171386242,0.15752848982810974,0.044790275394916534,1.1721940609277226e-06,2.5650651878095232e-05,8,Intergovernmental organizations,Ms. Elizabeth Press,Abu Dhabi,United Arab Emirates,
619,International Rice Research Institute,0.0003746311995200813,1.915749862746452e-06,1.9551175682863686e-06,0.2425193339586258,1.4907722288626246e-05,2.82004270957259e-06,0.17577877640724182,0.009371898137032986,0.08541587740182877,0.028613263741135597,0.05740266665816307,8.016128958843183e-06,0.014251035638153553,0.1754041612148285,0.13133029639720917,0.07539962977170944,1.9002508224730263e-06,0.004106884356588125,4,Intergovernmental organizations,Ms. Kris Jovet Garcia,"Los Baños, Laguna, Philippines",Philippines,
620,International Society for Ecological Economics,0.023272810503840446,3.4501015306886984e-06,3.520999598549679e-06,0.0002703476056922227,0.06450425833463669,5.078655703982804e-06,0.0029814576264470816,0.00016179680824279785,0.05869074538350105,0.029729919508099556,0.08216814696788788,1.4436362107517198e-05,0.29416167736053467,0.281296044588089,0.08339821547269821,0.07925976812839508,3.4221891382912872e-06,7.488991104764864e-05,13,Non-governmental organizations,Ms. Heidi Brault,Boston,United States of America,Constituency - Environmental
621,International Society of Biometeorology,1.3656008377438411e-05,3.354655973453191e-06,3.423592488616123e-06,0.0002478766837157309,2.610480623843614e-05,4.938156962452922e-06,0.026434412226080894,0.010054809041321278,0.14921052753925323,0.00014224389451555908,7.530308357672766e-05,1.4036986613064073e-05,0.1585790067911148,0.3600896894931793,0.03333268687129021,0.26169171929359436,3.327515742057585e-06,7.281349098775536e-05,14,Non-governmental organizations,Sr. Pablo Fernandez de Arroyabe,Santander,Spain,Constituency - Environmental
622,International Solar Alliance,0.005740096792578697,9.668169695942197e-07,9.866846539807739e-07,0.11977415531873703,7.523445219703717e-06,1.4231843579182168e-06,2.040821527771186e-05,0.1235833615064621,0.07371356338262558,0.0008859161171130836,0.21365436911582947,4.04548109145253e-06,0.10451017320156097,0.12301293015480042,0.11304444074630737,0.12202369421720505,9.589952014721348e-07,2.1021676730015315e-05,11,Intergovernmental organizations,Ms. Cécile Martin-Phipps,"Gurugram, Haryana",India,
623,International Solar Energy Society e.V.,6.34304615232395e-06,1.558196004225465e-06,1.5902161294434336e-06,0.00011447934957686812,1.212535789818503e-05,2.2937124413147103e-06,3.289158848929219e-05,0.3892679810523987,0.006468918174505234,0.026304082944989204,0.056276820600032806,6.520005626953207e-06,0.24451614916324615,0.12935233116149902,0.06790461391210556,0.07715415209531784,1.5455896118510282e-06,0.002575625665485859,8,Non-governmental organizations,Ms. Jennifer McIntosh,Freiburg,Germany,Constituency - Environmental
624,International Trade Union Confederation,1.496277855039807e-05,3.6756694044015603e-06,3.7512027120101266e-06,0.06578420102596283,2.8602824386325665e-05,5.4106985771795735e-06,0.004478403367102146,0.02932860516011715,0.000344337138812989,0.10560065507888794,0.0617867074906826,1.5380212062154897e-05,0.5753749012947083,0.034689951688051224,0.0003182708751410246,0.08985497057437897,3.6459321108850418e-06,0.03236360847949982,13,Non-governmental organizations,Mr. Bert De Wel,Brussels,Belgium,Constituency - Trade Unions
