,name,entity_type,constituency,coordinator,city,country,remarks,const
936,LIFE e.V.,Non-governmental organizations,Constituency - Women and Gender,Ms. Nanna Birk,Berlin,Germany,,Women and Gender
937,Ligue pour la Protection des Oiseaux,Non-governmental organizations,Constituency - Environmental,Mr. Yves Verilhac,Rochefort,France,,ENGO
938,LINGO e.V.,Non-governmental organizations,Constituency - Environmental,Mr. Kjell Kühne,Radebeul,Germany,,ENGO
939,Linking Environment and Farming,Non-governmental organizations,Constituency - Farmers,Ms. Caroline Drummond,Kenilworth,United Kingdom of Great Britain and Northern Ireland,completed manually from the UNFCCC website,Farmers
940,Litus Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Mitja Hinderks,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
941,Local Environment Development and Agricultural Research Society,Non-governmental organizations,Constituency - Environmental,Mr. Mohon Kumar Mondal,Upazila-Shyamnagar,Bangladesh,,ENGO
942,Lombardy Foundation for the Environment / Fondazione Lombardia per l’Ambiente,Non-governmental organizations,Constituency - Research and independent,Ms. Mita Laura Lapi,Milan,Italy,completed manually from the UNFCCC website,RINGO
943,London School of Economics and Political Science,Non-governmental organizations,Constituency - Research and independent,Ms. Alina Averchenkova,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
944,London School of Hygiene & Tropical Medicine,Non-governmental organizations,Constituency - Research and independent,Mr. Alan Dangour,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
945,Lund University,Non-governmental organizations,Constituency - Research and independent,Mr. Roger Hildingsson,Lund,Sweden,,RINGO
946,Macalester College,Non-governmental organizations,Constituency - Research and independent,Ms. Ann Marie Esson,"St. Paul, Minnesota",United States of America,,RINGO
947,Macquarie University,Non-governmental organizations,Constituency - Research and independent,Ms. Lesley Hughes,Sydney,Australia,,RINGO
948,Make My Money Matter,Non-governmental organizations,Constituency - Business and Industry,Mr. Kenneth Green,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
949,Malala Fund,Non-governmental organizations,Constituency - Women and Gender,Ms. Laura Denham,London,United Kingdom of Great Britain and Northern Ireland,,Women and Gender
950,Manchester Investment and Development Agency Services Limited,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Cherryanne Dawson,Manchester,United Kingdom of Great Britain and Northern Ireland,,LGMA
951,Manchester Metropolitan University,Non-governmental organizations,Constituency - Research and independent,Ms. Elizabeth Price (Brierley - married name on passport),Manchester,United Kingdom of Great Britain and Northern Ireland,,RINGO
952,Margaret Pyke Trust,Non-governmental organizations,Constituency - Women and Gender,Mr. David Allan Johnson,London,United Kingdom of Great Britain and Northern Ireland,,Women and Gender
953,Marine Alliance for Science and Technology for Scotland,Non-governmental organizations,Constituency - Research and independent,Ms. Emma Defew,St Andrews,United Kingdom of Great Britain and Northern Ireland,,RINGO
954,Marine Conservation Society,Non-governmental organizations,Constituency - Environmental,Ms. Anna Gelderd,Ross-on-Wye,United Kingdom of Great Britain and Northern Ireland,,ENGO
955,Marketing Manchester,Non-governmental organizations,Constituency - Environmental,Mme Louise Latham,Manchester,United Kingdom of Great Britain and Northern Ireland,,ENGO
956,Massachusetts Institute of Technology,Non-governmental organizations,Constituency - Research and independent,Mr. Thomas Reid Kiley,Cambridge,United States of America,,RINGO
957,Max Planck Society for the Advancement of Science e.V.,Non-governmental organizations,Constituency - Research and independent,Mr. Thomas Matthew Smith Sparks,München,Germany,,RINGO
958,McGill University,Non-governmental organizations,Constituency - Research and independent,Ms. Renée Sieber,Montréal,Canada,,RINGO
959,MCS Charitable Foundation,Non-governmental organizations,Constituency - Environmental,Mr. David Cowdrey,Warrington,United Kingdom of Great Britain and Northern Ireland,,ENGO
960,Medact,Non-governmental organizations,Constituency - Research and independent,Mr. Benjamin Walpole,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
961,Médecins du Monde,Non-governmental organizations,,Mme Sandrine Simon,La Plaine Saint-Denis Cédex,France,,not yet affiliated/no data
962,Médecins Sans Frontières International,Non-governmental organizations,Constituency - Research and independent,Ms. Carol Lead,Geneva,Switzerland,,RINGO
963,Mediators Beyond Borders International,Non-governmental organizations,Constituency - Research and independent,Ms. Megan Casey,Arlington,United States of America,,RINGO
964,Mercy Corps,Non-governmental organizations,Constituency - Farmers,Ms. Elizabeth Whitehead,Portland,United States of America,,Farmers
965,Mercy International Association,Non-governmental organizations,Constituency - Research and independent,Ms. Angela Reed,Dublin,Ireland,,RINGO
966,Meridian Institute,Non-governmental organizations,Constituency - ENGO,Mr. John Ehrmann,Dillon,United States of America,,ENGO
967,Met Office Hadley Center,Non-governmental organizations,Constituency - Research and independent,Mr. Jason Lowe,Exeter,United Kingdom of Great Britain and Northern Ireland,,RINGO
968,Michael Succow Foundation for the Protection of Nature,Non-governmental organizations,Constituency - Environmental,Mr. Jan Peters,Greifswald,Germany,,ENGO
969,Michigan Technological University,Non-governmental organizations,Constituency - Research and independent,Ms. Sarah Green,Houghton,United States of America,,RINGO
970,Minderoo Foundation,Non-governmental organizations,Constituency - Environmental,Mme Davina Durgana,Perth,Australia,,ENGO
971,Minnesota Center for Environmental Advocacy,Non-governmental organizations,Constituency - Environmental,Mr. Kevin Lee,Saint Paul,United States of America,,ENGO
972,Minority Rights Group International,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Carl Soderbergh,London,United Kingdom of Great Britain and Northern Ireland,,IPO
973,"MISEREOR, German Catholic Bishops ’ Organisation for Development Cooperation",Non-governmental organizations,Constituency - Environmental CAN,Ms. Anika Schroeder,Aachen,Germany,completed manually from the UNFCCC website,ENGO
974,Mississippi River Cities and Towns Initiative,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Brandt Thorington,St. Louis,United States of America,,LGMA
975,Mom Loves Taiwan Association,Non-governmental organizations,Constituency - Environmental,Ms. Shun-mei Yang,Taipei City,China,,ENGO
976,Monash University,Non-governmental organizations,Constituency - Research and independent,Mr. Abid Khan,Clayton,Australia,,RINGO
977,Monmouth University - Urban Coast Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Aliya Satku,West Long Branch,United States of America,completed manually from the UNFCCC website,RINGO
978,Moravian University,Non-governmental organizations,Constituency - Research and independent,Ms. Hilde Binford,Bethlehem,United States of America,,RINGO
979,Mountain and Glacier Protection Organization,Non-governmental organizations,Constituency - Environmental,Mr. Tanweer Ahmad Bhutta,Islamabad,Pakistan,,ENGO
980,Mouvement International A.T.D Quart Monde,Non-governmental organizations,Constituency - Research and independent,Mr. Quyen Tran,Pierrelaye,France,,RINGO
981,Movement Strategy Center,Non-governmental organizations,Constituency - ENGO,Ms. Rachel Anne Burrows,Oakland,United States of America,,ENGO
982,Movimiento Ciudadano frente al Cambio Climático,Non-governmental organizations,Constituency - Environmental CAN,Sra. Rocío Valdeavellano Roca Rey,Lima,Peru,,ENGO
983,Munich Climate Insurance Initiative,Non-governmental organizations,Constituency - Business and Industry,Mr. Michael Zissener,Bonn,Germany,,BINGO
984,Munich Re Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Christian Hermann Barthelt,Munich,Germany,,ENGO
985,Muslim Hands,Non-governmental organizations,,Mr. Irfan Khan,Nottingham,United Kingdom of Great Britain and Northern Ireland,,not yet affiliated/no data
986,"My Shelter Foundation, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Luca Bucken,Pasay City,Philippines,,ENGO
987,National Caucus of Environmental Legislators,Non-governmental organizations,Constituency - Environmental,Mr. Jeff Mauk,Washington,United States of America,,ENGO
988,National Farmers Union,Non-governmental organizations,Constituency - Farmers,Mr. Darrin Qualman,Saskatoon,Canada,,Farmers
989,National Federation of Women’s Institutes,Non-governmental organizations,Constituency - Environmental,Ms. Fiona Louise Thomas,London,United Kingdom of Great Britain and Northern Ireland,completed manually from the UNFCCC website,ENGO
990,National Geographic Society,Non-governmental organizations,,Mr. Enric Sala,Washington,United States of America,,not yet affiliated/no data
991,National Institute for Environmental Studies,Non-governmental organizations,Constituency - Research and independent,Mr. Atsuhiko Yoshimura,Tsukuba,Japan,,RINGO
992,National Oceanography Centre,Non-governmental organizations,Constituency - Research and independent,Ms. Jennifer Jones,Southampton,United Kingdom of Great Britain and Northern Ireland,,RINGO
993,National Renewable Energy Laboratory/Alliance for Sustainable Energy,Non-governmental organizations,Constituency - Research and independent,Ms. Jessica Shaeffer,Golden,United States of America,,RINGO
994,National Research Council Nepal,Non-governmental organizations,Constituency - Environmental,Mr. Bhishma Karki,Kathmandu,Nepal,,ENGO
995,National Spiritual Assembly of the Baha’is of the United States,Non-governmental organizations,Constituency - Research and independent,Mr. Ian Hamilton,Washington,United States of America,completed manually from the UNFCCC website,RINGO
996,National Trust,Non-governmental organizations,Constituency - Environmental,Ms. Catherine Leonard,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
997,National University of Singapore,Non-governmental organizations,Constituency - Research and independent,Ms. Melissa Yu Xing Low,Singapore,Singapore,,RINGO
998,National Wildlife Federation,Non-governmental organizations,Constituency - Environmental CAN,Ms. Nathalie Walker,Reston,United States of America,,ENGO
999,National Youth Achievement Award Association,Non-governmental organizations,Constituency - Youth,Ms. Aileen Yap,Singapore,Singapore,,Youth
1000,Native Amazon Operation,Non-governmental organizations,Constituency - Environmental,Sra. Andreia Fanzeres,Cuiabá,Brazil,,ENGO
1001,Native American Rights Fund,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Kim Jerome Gottschalk,Boulder,United States of America,,IPO
1002,Natural History Museum of the Adirondacks,Non-governmental organizations,Constituency - Research and independent,Ms. Jennifer Mary Kretser,Tupper Lake,United States of America,,RINGO
1003,Natural Justice,Non-governmental organizations,Constituency - Environmental,Mr. Poovalingum Moodley,Cape Town,South Africa,,ENGO
1004,Natural Resource Governance Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Sarah Backstrand,New York,United States of America,,RINGO
1005,Natural Resources Defense Council,Non-governmental organizations,Constituency - Environmental CAN,Mr. Jacob Schmidt,New York,United States of America,,ENGO
1006,Nature and Biodiversity Conservation Union,Non-governmental organizations,Constituency - Environmental CAN,Mr. Kristian Kloeckner,Berlin,Germany,,ENGO
1007,Nature and Life Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Abdul Muqeed Majumdar,Dhaka,Bangladesh,,ENGO
1008,Naturefriends International,Non-governmental organizations,Constituency - Environmental,Ms. Andrea Lichtenecker,Vienna,Austria,,ENGO
