,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency,const
713,Movimiento Ciudadano frente al Cambio Climático,1.2272669664525893e-05,3.0148330552037805e-06,3.0767864700465e-06,0.0334881655871868,2.3460417651222087e-05,4.437927145772846e-06,0.0161225609481334,0.1596285551786422,0.0002779909991659,0.250818520784378,6.767336890334263e-05,1.2615055311471224e-05,0.0111981993541121,0.2368043512105941,0.2298626601696014,0.0616040453314781,2.9904419989179587e-06,6.543299241457134e-05,10,Non-governmental organizations,Sra. Rocío Valdeavellano Roca Rey,Lima,Peru,Constituency - Environmental CAN,ENGO
714,Munich Climate Insurance Initiative,0.1327208876609802,3.004610334755853e-06,3.0663536563224625e-06,0.0002116947289323,2.3380867787636817e-05,4.422878646437312e-06,6.341956031974405e-05,0.0001404281356371,0.1030542403459549,0.0259416867047548,0.0163299366831779,1.257227995665744e-05,0.0228904467076063,0.2020781636238098,0.4304893314838409,0.036343615502119,2.9803020424878923e-06,0.0296867117285728,15,Non-governmental organizations,Mr. Michael Zissener,Bonn,Germany,Constituency - Business and Industry,BINGO
715,Munich Re Foundation,6.711550668114796e-06,1.648720626690192e-06,1.6826011233206373e-06,0.3403778076171875,1.282979064853862e-05,2.4269675122923218e-06,3.480081431916915e-05,7.811504474375397e-05,0.0214761570096015,0.0205059126019477,3.7015201087342575e-05,6.898790616105544e-06,0.1163153201341629,0.0914244353771209,0.1218453273177146,0.26243656873703,1.6353819773939904e-06,0.0254346653819084,4,Non-governmental organizations,Mr. Christian Hermann Barthelt,Munich,Germany,Constituency - Environmental,ENGO
716,"My Shelter Foundation, Inc.",9.784269423107617e-06,2.403546886853292e-06,2.452938588248798e-06,0.1656510382890701,1.870359483291395e-05,3.5380949157115538e-06,5.07348777318839e-05,0.1828154027462005,0.0407300256192684,0.0837486833333969,0.0514806136488914,1.0057232429971918e-05,0.0143214985728263,0.3640494346618652,0.0002144352474715,0.0968366786837577,2.384101435382036e-06,5.2169089030940086e-05,14,Non-governmental organizations,Mr. Luca Bucken,Pasay City,Philippines,Constituency - Environmental,ENGO
717,NFD Centre for Environment Education,7.371125320787541e-06,1.8107479036189036e-06,1.8479579466657012e-06,0.0158466473221778,1.4090632248553447e-05,2.6654765861167107e-06,0.0381393507122993,0.0016822866164147,0.1158408746123313,0.1042520105838775,0.0055792774073779,7.576766165584559e-06,0.2083965539932251,0.2153320759534835,0.2743831574916839,0.0193850640207529,1.7960984450837714e-06,0.0011255906429141,15,Non-governmental organizations,Ms. Rixa Schwarz,Ahmedabad,India,Constituency - Environmental,ENGO
718,NGO Center for Environmental Innovation,6.586733888980234e-06,1.6180589454961591e-06,1.6513092759851131e-06,0.0396243520081043,1.2591191079991404e-05,2.3818324734747875e-06,0.0620376802980899,0.0113194184377789,0.0200967900454998,0.0556621812283992,0.0036227989476174,6.770491836505244e-06,0.008077023550868,0.6377332210540771,0.1475445479154586,0.0025724486913532,1.6049682471930282e-06,0.0116763385012745,14,Non-governmental organizations,Mr. Andrey Stetsenko,Moscow,Russian Federation,Constituency - Environmental,ENGO
719,"NGO Centre of Environmental Initiatives ""Ecoaction""",6.1006985561107285e-06,1.4986623000368129e-06,1.529459041194059e-06,0.0130511848255991,1.166208676295355e-05,2.2060769424570026e-06,3.163624205626547e-05,0.2549097836017608,0.0045035993680357,0.0264572259038686,3.3641535992501304e-05,6.2708968471270055e-06,0.0001297743001487,0.2865342199802398,0.281090646982193,0.1313754469156265,1.4865375987938023e-06,0.0018520798766985,14,Non-governmental organizations,Ms. Yevheniia Zasiadko,Kyiv,Ukraine,Constituency - Environmental,ENGO
720,"NGO Committee on the Status of Women, NY, Inc.",0.0604333579540252,1.5196367257885868e-06,1.5508645674344734e-06,0.0330296456813812,1.1825302863144316e-05,2.236952013845439e-06,0.0418428182601928,7.122152601368725e-05,0.0440432354807853,0.215065911412239,0.0068605891428887,6.358660812111339e-06,0.2407162189483642,0.3252266347408294,0.0002070781338261,0.0296647138893604,1.5073424037836958e-06,0.0028135553002357,14,Non-governmental organizations,Ms. Soon-Young Yoon,New York City,United States of America,Constituency - Women and Gender,Women and Gender
721,"NGO Ukrainian Ecological Club ""Green Wave""",6.426044365070993e-06,1.578584829076135e-06,1.6110240039779455e-06,0.1763369739055633,1.2284017429919912e-05,2.323725539099541e-06,0.0072386530227959,0.0127817019820213,0.0724430680274963,0.1048676818609237,3.5436227335594594e-05,6.605319413210964e-06,0.0903927981853485,0.3822237551212311,0.0281256679445505,0.104373961687088,1.565813590787002e-06,0.0211478937417268,14,Non-governmental organizations,Mr. Mykola Shlapak,Kyiv,Ukraine,Constituency - Environmental,ENGO
722,National Association for the Advancement of Colored People,8.634871846879832e-06,2.121192665072158e-06,2.164782245017705e-06,0.3690482378005981,1.6506408428540453e-05,3.1224608392221853e-06,4.477585389395245e-05,9.86030136118643e-05,0.0989752560853958,0.1046793237328529,0.0237660594284534,8.875769708538428e-06,0.1553546488285064,0.2271295934915542,0.0001831464469432,0.0206308159977197,2.1040314095444046e-06,4.604161586030386e-05,4,Non-governmental organizations,Mr. Hilary Otis Shelton,Washington,United States of America,Constituency - Environmental CAN,ENGO
723,National Center for Climate Change Strategy and International Cooperation,1.4905741409165785e-05,3.6616581837733975e-06,3.736903408935177e-06,0.0002557122788857,2.849379416147713e-05,0.0761336535215377,7.729479693807662e-05,0.0001728663773974,0.0696488246321678,0.0001543406688142,8.220422751037404e-05,1.532158421468921e-05,0.0003284132981207,0.1357785314321518,0.5318793654441833,0.1853395253419876,3.6320341223472496e-06,7.948149868752807e-05,15,Non-governmental organizations,Mr. Xiaohua Zhang,Beijing,China,Constituency - Environmental,ENGO
724,National Concentrating Solar Power Association,0.0004707275948021,9.384393706568516e-07,9.57723841565894e-07,0.0816289409995079,7.30261990611325e-06,1.3814116073262994e-06,0.0045174951665103,0.7282666563987732,0.0132211958989501,3.966118310927413e-05,0.0127307530492544,3.9267397369258106e-06,0.0023878589272499,0.0721017122268676,0.0337231419980526,0.0508760325610637,9.30847079416708e-07,2.0369259800645523e-05,8,Non-governmental organizations,Mr. Marco Baresi,Milan,Italy,Constituency - Business and Industry,BINGO
725,"National Council for Climate Change, Sustainable Development and Public Leadership",5.001926638215082e-06,1.2287442814340466e-06,1.2539944691525309e-06,0.0463561899960041,9.5616751423222e-06,1.808749402698595e-06,0.0385545119643211,0.0044101853854954,0.141353577375412,0.0237009357661008,0.0179472900927066,5.141471319802804e-06,0.0729701668024063,0.1384792476892471,0.4510663449764251,0.0385710150003433,1.2188033906568307e-06,0.0265652872622013,15,Non-governmental organizations,Mr. Kirit Shelat,Ahmedabad,India,Constituency - Farmers,Farmers
726,National Institute for Environmental Studies,3.601936214181478e-06,8.848307970765745e-07,9.030136425280944e-07,0.0973520129919052,6.8854560595355e-06,0.0169699341058731,0.0200735908001661,0.010242199525237,0.2704736292362213,0.0059294528327882,0.0054635014384984,3.702423782669939e-06,0.0577394738793373,0.2865481078624725,0.0605056993663311,0.1258826255798339,8.776722211223387e-07,0.0428029559552669,14,Non-governmental organizations,Mr. Atsuhiko Yoshimura,Tsukuba,Japan,Constituency - Research and independent,RINGO
727,National Institute of Public Health and the Environment,0.0031989708077162,1.9005231024493696e-06,1.9395779418118764e-06,0.1661504358053207,1.4789232409384567e-05,2.797628440021072e-06,4.011757482658141e-05,8.904671994969249e-05,0.0699798986315727,0.0530544742941856,0.0542835965752601,7.952415217005182e-06,0.3733806014060974,0.1010486185550689,0.0006162149365991,0.1780854612588882,1.8851471850211965e-06,4.125116174691357e-05,13,Non-governmental organizations,Mr. Rob Maas,Bilthoven,Netherlands,Constituency - Research and independent,RINGO
728,National Research Council Nepal,1.2629465345526114e-05,3.102481286987313e-06,3.166235728713218e-06,0.0909059941768646,2.4142467736965045e-05,4.566947609419003e-06,0.1302683651447296,0.0001466215471737,0.0904969796538353,0.1495995223522186,6.964668136788532e-05,1.2981804502487648e-05,0.0002918773971032,0.3034435212612152,0.1689428985118866,0.0657035559415817,3.077381052207784e-06,6.73425747663714e-05,14,Non-governmental organizations,Mr. Bhishma Karki,Kathmandu,Nepal,Constituency - Environmental,ENGO
729,National Rural Electric Cooperative Association,5.738124855270144e-06,1.409594574397488e-06,1.438561071154254e-06,0.025643266737461,1.096899086405756e-05,2.074966459986172e-06,0.0112297758460044,0.2180651873350143,0.1520756632089615,0.0093030799180269,3.164061126881279e-05,5.898208200960653e-06,0.1409388780593872,0.259165346622467,0.0603733696043491,0.0101765850558876,1.3981904203319573e-06,0.1129682809114456,14,Non-governmental organizations,Mr. Daniel Lee Chartier,Arlington,United States of America,Constituency - Business and Industry,BINGO
730,National Spiritual Assembly of the Baha'is of the United States,9.397565008839592e-06,2.308551529495162e-06,2.3559910005133133e-06,0.4735749065876007,1.7964372091228142e-05,3.3982587410719134e-06,0.000420433410909,0.0001088657445507,0.0401104986667633,0.0493824034929275,5.182384484214708e-05,9.659740499046164e-06,0.2252415120601654,0.1035685092210769,0.0001918677298817,0.1027667447924614,2.289874601046904e-06,0.0045350636355578,4,Non-governmental organizations,Mr. Ian Hamilton,Washington,United States of America,Constituency - Research and independent,RINGO
731,National University of Singapore,4.602379704010673e-06,1.1305938869554666e-06,1.1538270427990938e-06,0.0689928010106086,8.797901500656735e-06,1.664269007051189e-06,2.3863785827415995e-05,5.388799036154524e-05,0.5508137345314026,0.0068687088787555,0.0035463992971926,4.730777618533466e-06,0.2624035477638244,0.0098666986450552,0.0001032404616125,0.0564754083752632,1.1214469850528983e-06,0.04082852602005,9,Non-governmental organizations,Ms. Melissa Yu Xing Low,Singapore,Singapore,Constituency - Research and independent,RINGO
732,National Wildlife Federation,5.604701073025353e-06,1.376818318021833e-06,1.405111333951936e-06,0.1349922716617584,0.0008419642108492,2.026718902925495e-06,0.0246153082698583,0.0135687086731195,0.0350244343280792,0.0014525168808177,3.090629616053775e-05,0.0014613923849537,0.0691228359937667,0.7185584902763367,0.000146300648339,0.0001432165445294,1.3656795090355445e-06,2.988368760270532e-05,14,Non-governmental organizations,Ms. Nathalie Walker,Reston,United States of America,Constituency - Environmental CAN,ENGO
733,National Youth Achievement Award Association,7.947392987261992e-06,1.952310640263022e-06,1.992429588426603e-06,0.0183995105326175,1.5192224964266645e-05,2.873861149055301e-06,4.12191657233052e-05,9.277892968384548e-05,0.1561308652162552,0.0721905380487442,4.38272072642576e-05,8.1691114246496e-06,0.1437578648328781,0.4335207343101501,0.0413258224725723,0.10405233502388,1.936515673151007e-06,0.0304044857621192,14,Non-governmental organizations,Ms. Aileen Yap,Singapore,Singapore,Constituency - Youth,Youth
734,Native American Rights Fund,9.106041034101509e-06,2.2369372345565357e-06,2.282905370520893e-06,0.2957806289196014,1.7407095583621413e-05,3.292840574431466e-06,4.721544974017888e-05,0.000105512299342,0.0514820665121078,0.271276593208313,5.021056858822704e-05,9.360082913190126e-06,0.0043210564181208,0.376437783241272,0.0001883828226709,0.0002160722506232,2.218839881606982e-06,4.855357838096097e-05,14,Non-governmental organizations,Mr. Kim Jerome Gottschalk,Boulder,United States of America,Constituency - Indigenous peoples,IPO
735,Natural Resources Defense Council,0.0323747023940086,1.0396812513135956e-06,1.0610461913529434e-06,0.167347252368927,8.090450137387961e-06,1.530442773400864e-06,0.001213120878674,0.0558363571763038,0.0669484883546829,0.0021350742317736,0.005023967474699,0.0049563306383788,0.0823283717036247,0.5674768090248108,0.0001012048596749,0.0021120649762451,1.0312699032510864e-06,0.012133534066379,14,Non-governmental organizations,Mr. Jacob Schmidt,New York,United States of America,Constituency - Environmental CAN,ENGO
736,Nature and Biodiversity Conservation Union,7.15489386493573e-06,1.7576297750565573e-06,1.79374831077439e-06,0.0139299826696515,1.3677285096491689e-05,2.5872850528685376e-06,0.1530066132545471,0.047815304249525,0.0001483599771745,0.006705863866955,0.0098438113927841,7.354502486123238e-06,0.1146445348858833,0.3203262090682983,0.1465382874011993,0.1869667768478393,1.743410052768013e-06,3.815091622527689e-05,14,Non-governmental organizations,Mr. Kristian Kloeckner,Berlin,Germany,Constituency - Environmental CAN,ENGO
737,Naturefriends International,4.963545507052913e-06,1.2193158909212798e-06,1.2443722425814483e-06,0.0588710233569145,9.48830620473018e-06,1.7948705135495402e-06,0.0159032195806503,0.013773575425148,0.0052542830817401,0.0881864726543426,0.0038930308073759,5.102019713376649e-06,0.2284080535173416,0.374506413936615,0.1112850755453109,0.0998673886060714,1.2094511703253374e-06,2.646415669005364e-05,14,Non-governmental organizations,Ms. Andrea Lichtenecker,Vienna,Austria,Constituency - Environmental,ENGO
738,Near East Foundation,1.876093665487133e-05,4.608702965924749e-06,4.703410013462417e-06,0.3274349868297577,3.586338061722927e-05,6.784152901673224e-06,9.728969598654658e-05,0.0002185890189139,0.0494949147105217,0.0798074007034301,0.0363506004214286,0.003142206929624,0.307675689458847,0.1593696922063827,0.0085731940343976,0.0276600960642099,4.571417321130866e-06,0.0001000344345811,4,Non-governmental organizations,Ms. Simona Ceci,Syracuse,United States of America,Constituency - Farmers,Farmers
739,Neighbour Organization Nepal,7.834924872440752e-06,1.9246822375862398e-06,1.964233661055914e-06,0.0462757386267185,1.4977231330703944e-05,2.833191729223472e-06,0.0647369474172592,0.0010030393023043,0.0121808908879756,0.3161365687847137,0.0203393399715423,8.053505553107243e-06,0.0197462774813175,0.3692391216754913,0.1006259769201278,0.0327817164361476,1.9091110061708605e-06,0.0168949272483587,14,Non-governmental organizations,Mr. Basanta Raj Gautam,Kathmandu,Nepal,Constituency - Environmental,ENGO
740,Neongreen Network,3.992683559772559e-05,9.808195500227155e-06,1.0009749530581756e-05,0.0390726812183856,7.632408232893795e-05,1.4437965546676423e-05,0.0002070212940452,0.1202253028750419,0.0417904928326606,0.0081143844872713,0.0002201610041083,4.104072286281735e-05,0.000862194225192,0.7783515453338623,0.0008006339776329,0.0099414316937327,9.728843906486873e-06,0.0002129070053342,14,Non-governmental organizations,Ms. Angie Rattay,Vienna,Austria,Constituency - Environmental,ENGO
741,Nepal Federation of Indigenous Nationalities,1.7171691069961525e-05,4.218297817715211e-06,4.30498221248854e-06,0.0230986885726451,0.0027910538483411,6.209464572748402e-06,0.0113603845238685,0.0001970206503756,0.0004307236522436,0.4436929523944855,9.470040822634472e-05,1.765074921422638e-05,0.2783235311508178,0.1938110291957855,0.0049807978793978,0.0093062752857804,4.184170393273234e-06,0.0318590439856052,10,Non-governmental organizations,Mr. Tunga Bhadra Rai,Kathmandu,Nepal,Constituency - Indigenous peoples,IPO
742,Network Peace Integration and Development,6.924265107954852e-06,1.7009748489726917e-06,1.7359291177854177e-06,0.0001282819430343,0.000718698312994,2.503887344573741e-06,0.0349427610635757,8.023368718568236e-05,0.0635986626148223,0.1839278936386108,0.0718760639429092,7.117439508874668e-06,0.0486802496016025,0.3579789698123932,0.2228449881076812,0.0151646146550774,1.6872133983270032e-06,3.692043173941784e-05,14,Non-governmental organizations,Ms. Gladys Lorena Terrazas Arnez,La Paz,Bolivia (Plurinational State of),Constituency - Youth,Youth
743,New Energy and Industrial Technology Development Organization,7.238771104312036e-06,1.7782344912120609e-06,1.8147763967135688e-06,0.0001264256134163,1.3837623555446044e-05,2.6176160190516384e-06,0.0118024358525872,0.2522400021553039,0.0554311498999595,0.0105454958975315,3.9917715184856206e-05,7.440719400619855e-06,0.0994757264852523,0.0036029096227139,0.3682248592376709,0.1233221292495727,1.7638479903325788e-06,0.0751524716615676,15,Non-governmental organizations,Mr. Toshio Kosuge,Kawasaki,Japan,Constituency - Research and independent,RINGO
